ticker,status,expected_months,downloaded_months,missing_months,extra_months,completeness_pct,missing_months_detail,extra_months_detail
AVNS,COMPLETE,83,83,0,0,100.0,"",""
TSRO,COMPLETE,1,1,0,0,100.0,"",""
SGOC,COMPLETE,35,35,0,0,100.0,"",""
TRIT,COMPLETE,16,16,0,0,100.0,"",""
GLOG,COMPLETE,30,30,0,0,100.0,"",""
ARRY,COMPLETE,69,69,0,0,100.0,"",""
BIOX,COMPLETE,81,81,0,0,100.0,"",""
OPRX,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
LPBB,COMPLETE,13,13,0,0,100.0,"",""
FPH,COMPLETE,83,83,0,0,100.0,"",""
CRCM,INCOMPLETE,14,13,1,0,92.85714285714286,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 2]
]",""
JGGC,COMPLETE,20,20,0,0,100.0,"",""
OSS,COMPLETE,83,83,0,0,100.0,"",""
VLCN,COMPLETE,46,46,0,0,100.0,"",""
CPIX,COMPLETE,83,83,0,0,100.0,"",""
KARO,COMPLETE,56,56,0,0,100.0,"",""
CRT,COMPLETE,83,83,0,0,100.0,"",""
PROF,COMPLETE,74,74,0,0,100.0,"",""
GCTS,COMPLETE,21,21,0,0,100.0,"",""
COPL,COMPLETE,6,6,0,0,100.0,"",""
CFAC,COMPLETE,8,8,0,0,100.0,"",""
WEN,COMPLETE,83,83,0,0,100.0,"",""
MMV,COMPLETE,26,26,0,0,100.0,"",""
MRDB,COMPLETE,21,21,0,0,100.0,"",""
SOLSV,COMPLETE,1,1,0,0,100.0,"",""
BRDS,COMPLETE,26,26,0,0,100.0,"",""
BFRI,COMPLETE,50,50,0,0,100.0,"",""
GROV,COMPLETE,42,42,0,0,100.0,"",""
ECOL,COMPLETE,40,40,0,0,100.0,"",""
BAMR,COMPLETE,19,19,0,0,100.0,"",""
FDSB,COMPLETE,16,16,0,0,100.0,"",""
CLCT,COMPLETE,26,26,0,0,100.0,"",""
HLX,COMPLETE,83,83,0,0,100.0,"",""
MBTF,COMPLETE,8,8,0,0,100.0,"",""
CFMS,COMPLETE,57,57,0,0,100.0,"",""
LGVW,COMPLETE,8,8,0,0,100.0,"",""
DNR,COMPLETE,19,19,0,0,100.0,"",""
MNOV,COMPLETE,83,83,0,0,100.0,"",""
TOROV,COMPLETE,2,2,0,0,100.0,"",""
CRI,COMPLETE,83,83,0,0,100.0,"",""
HTB,COMPLETE,10,10,0,0,100.0,"",""
FMCI,COMPLETE,22,22,0,0,100.0,"",""
TLS,COMPLETE,61,61,0,0,100.0,"",""
WE,COMPLETE,26,26,0,0,100.0,"",""
NMTC,COMPLETE,55,55,0,0,100.0,"",""
SMX,COMPLETE,33,33,0,0,100.0,"",""
PACE,COMPLETE,11,11,0,0,100.0,"",""
TPGY,COMPLETE,24,24,0,0,100.0,"",""
SHLX,COMPLETE,46,46,0,0,100.0,"",""
DAC,COMPLETE,83,83,0,0,100.0,"",""
CDEV,COMPLETE,45,45,0,0,100.0,"",""
TRHC,COMPLETE,59,59,0,0,100.0,"",""
HUHU,COMPLETE,14,14,0,0,100.0,"",""
ACON,COMPLETE,44,44,0,0,100.0,"",""
ELMS,COMPLETE,13,13,0,0,100.0,"",""
DRQ,COMPLETE,69,69,0,0,100.0,"",""
ZAPP,COMPLETE,25,25,0,0,100.0,"",""
AAM,COMPLETE,15,15,0,0,100.0,"",""
CZFC,COMPLETE,6,6,0,0,100.0,"",""
DHAI,COMPLETE,22,22,0,0,100.0,"",""
RMNI,COMPLETE,83,83,0,0,100.0,"",""
QDRO,COMPLETE,16,16,0,0,100.0,"",""
CPTK,COMPLETE,35,35,0,0,100.0,"",""
CTKB,COMPLETE,53,53,0,0,100.0,"",""
CLFD,INCOMPLETE,83,81,2,0,97.59036144578313,"shape: (2,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
]",""
CSSEN,COMPLETE,49,49,0,0,100.0,"",""
WARR,COMPLETE,18,18,0,0,100.0,"",""
PRTS,COMPLETE,83,83,0,0,100.0,"",""
HTO,COMPLETE,7,7,0,0,100.0,"",""
CASA,COMPLETE,64,64,0,0,100.0,"",""
ZBIO,COMPLETE,30,30,0,0,100.0,"",""
SMLP,COMPLETE,67,67,0,0,100.0,"",""
IBTA,COMPLETE,42,42,0,0,100.0,"",""
SCWO,COMPLETE,48,48,0,0,100.0,"",""
LRHC,COMPLETE,26,26,0,0,100.0,"",""
LSXMB,COMPLETE,68,68,0,0,100.0,"",""
CMCA,COMPLETE,30,30,0,0,100.0,"",""
TRCO,COMPLETE,9,9,0,0,100.0,"",""
PHIC,COMPLETE,23,23,0,0,100.0,"",""
FTAC,COMPLETE,22,22,0,0,100.0,"",""
GIA,COMPLETE,29,29,0,0,100.0,"",""
AEYE,COMPLETE,83,83,0,0,100.0,"",""
TH,COMPLETE,81,81,0,0,100.0,"",""
RICE,COMPLETE,10,10,0,0,100.0,"",""
TETE,COMPLETE,35,35,0,0,100.0,"",""
VSTM,COMPLETE,83,83,0,0,100.0,"",""
NYMTI,COMPLETE,15,15,0,0,100.0,"",""
CSLM,COMPLETE,35,35,0,0,100.0,"",""
MAPS,COMPLETE,54,54,0,0,100.0,"",""
NCPL,COMPLETE,47,47,0,0,100.0,"",""
ARA,COMPLETE,25,25,0,0,100.0,"",""
VLNS,COMPLETE,14,14,0,0,100.0,"",""
IACA,COMPLETE,9,9,0,0,100.0,"",""
SVII,COMPLETE,37,37,0,0,100.0,"",""
HES,COMPLETE,79,79,0,0,100.0,"",""
ZYXI,COMPLETE,82,82,0,0,100.0,"",""
CRMD,COMPLETE,83,83,0,0,100.0,"",""
NNBR,COMPLETE,83,83,0,0,100.0,"",""
ERAS,COMPLETE,53,53,0,0,100.0,"",""
HIVE,COMPLETE,59,59,0,0,100.0,"",""
SRFM,COMPLETE,29,29,0,0,100.0,"",""
PETZ,COMPLETE,83,83,0,0,100.0,"",""
VTLE,COMPLETE,35,35,0,0,100.0,"",""
TMTC,COMPLETE,19,19,0,0,100.0,"",""
ADOC,COMPLETE,40,40,0,0,100.0,"",""
HWEL,COMPLETE,27,27,0,0,100.0,"",""
RR,COMPLETE,25,25,0,0,100.0,"",""
ALDR,COMPLETE,10,10,0,0,100.0,"",""
TNAV,COMPLETE,26,26,0,0,100.0,"",""
ARTV,COMPLETE,17,17,0,0,100.0,"",""
TYRA,COMPLETE,51,51,0,0,100.0,"",""
CALA,COMPLETE,83,83,0,0,100.0,"",""
SERV,INCOMPLETE,42,41,1,0,97.61904761904762,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 7]
]",""
BKSC,COMPLETE,83,83,0,0,100.0,"",""
ORPN,COMPLETE,3,3,0,0,100.0,"",""
LGST,COMPLETE,26,26,0,0,100.0,"",""
GBNY,COMPLETE,59,59,0,0,100.0,"",""
MNTA,COMPLETE,21,21,0,0,100.0,"",""
SANB,COMPLETE,12,12,0,0,100.0,"",""
CBM,COMPLETE,12,12,0,0,100.0,"",""
TWIN,COMPLETE,83,83,0,0,100.0,"",""
BIVI,COMPLETE,63,63,0,0,100.0,"",""
ALLT,COMPLETE,83,83,0,0,100.0,"",""
CSSE,COMPLETE,67,67,0,0,100.0,"",""
BJDX,COMPLETE,49,49,0,0,100.0,"",""
SSII,COMPLETE,31,31,0,0,100.0,"",""
DBTX,COMPLETE,32,32,0,0,100.0,"",""
MON,COMPLETE,22,22,0,0,100.0,"",""
GIG,COMPLETE,35,35,0,0,100.0,"",""
EDSA,COMPLETE,78,78,0,0,100.0,"",""
MAQC,COMPLETE,47,47,0,0,100.0,"",""
CABO,COMPLETE,83,83,0,0,100.0,"",""
SGII,COMPLETE,25,25,0,0,100.0,"",""
GFX,COMPLETE,31,31,0,0,100.0,"",""
DOOR,COMPLETE,65,65,0,0,100.0,"",""
BLTS,COMPLETE,22,22,0,0,100.0,"",""
RCM,COMPLETE,71,71,0,0,100.0,"",""
CELZ,COMPLETE,48,48,0,0,100.0,"",""
GSUM,COMPLETE,27,27,0,0,100.0,"",""
OCFC,COMPLETE,83,83,0,0,100.0,"",""
FREE,COMPLETE,51,51,0,0,100.0,"",""
STBA,COMPLETE,83,83,0,0,100.0,"",""
HWCC,COMPLETE,30,30,0,0,100.0,"",""
FTEL,COMPLETE,28,28,0,0,100.0,"",""
PGEN,COMPLETE,70,70,0,0,100.0,"",""
TRTX,COMPLETE,83,83,0,0,100.0,"",""
CTXS,COMPLETE,45,45,0,0,100.0,"",""
ASRV,COMPLETE,83,83,0,0,100.0,"",""
PASG,INCOMPLETE,70,67,3,0,95.71428571428572,"shape: (3,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
	[2021, 2]
]",""
SCLE,COMPLETE,21,21,0,0,100.0,"",""
TIG,COMPLETE,34,34,0,0,100.0,"",""
MAXR,COMPLETE,53,53,0,0,100.0,"",""
CSS,COMPLETE,15,15,0,0,100.0,"",""
LSXMA,COMPLETE,69,69,0,0,100.0,"",""
DENN,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
PFIE,COMPLETE,73,73,0,0,100.0,"",""
TNYA,COMPLETE,53,53,0,0,100.0,"",""
CRCT,COMPLETE,57,57,0,0,100.0,"",""
RCHG,COMPLETE,24,24,0,0,100.0,"",""
ASPL,COMPLETE,9,9,0,0,100.0,"",""
NTBL,COMPLETE,13,13,0,0,100.0,"",""
ARTA,COMPLETE,11,11,0,0,100.0,"",""
ISO,COMPLETE,18,18,0,0,100.0,"",""
JCS,COMPLETE,39,39,0,0,100.0,"",""
PRQR,COMPLETE,83,83,0,0,100.0,"",""
STND,COMPLETE,29,29,0,0,100.0,"",""
JAMF,INCOMPLETE,76,75,1,0,98.68421052631578,"shape: (1,)
Series: '' [list[i64]]
[
	[2019, 3]
]",""
TMCI,COMPLETE,56,56,0,0,100.0,"",""
PRTK,COMPLETE,57,57,0,0,100.0,"",""
IMNM,INCOMPLETE,62,61,1,0,98.38709677419355,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
OGI,INCOMPLETE,79,78,1,0,98.73417721518987,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
CHCT,COMPLETE,83,83,0,0,100.0,"",""
SRRA,COMPLETE,42,42,0,0,100.0,"",""
SOS,COMPLETE,65,65,0,0,100.0,"",""
FRX,COMPLETE,6,6,0,0,100.0,"",""
ARR,COMPLETE,83,83,0,0,100.0,"",""
LASR,COMPLETE,83,83,0,0,100.0,"",""
PMAX,COMPLETE,15,15,0,0,100.0,"",""
RTRX,COMPLETE,23,23,0,0,100.0,"",""
DVLT,COMPLETE,10,10,0,0,100.0,"",""
CMLF,COMPLETE,9,9,0,0,100.0,"",""
SYMC,COMPLETE,11,11,0,0,100.0,"",""
ATOS,COMPLETE,83,83,0,0,100.0,"",""
ALDF,COMPLETE,12,12,0,0,100.0,"",""
PBI,COMPLETE,83,83,0,0,100.0,"",""
FSKR,COMPLETE,13,13,0,0,100.0,"",""
BWV,COMPLETE,23,23,0,0,100.0,"",""
OACB,COMPLETE,20,20,0,0,100.0,"",""
OLIT,COMPLETE,23,23,0,0,100.0,"",""
VIRI,COMPLETE,47,47,0,0,100.0,"",""
WTI,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
FDBC,COMPLETE,83,83,0,0,100.0,"",""
MBUU,COMPLETE,83,83,0,0,100.0,"",""
RSLS,COMPLETE,51,51,0,0,100.0,"",""
AVLR,COMPLETE,46,46,0,0,100.0,"",""
LNSR,COMPLETE,62,62,0,0,100.0,"",""
AKIC,COMPLETE,23,23,0,0,100.0,"",""
SEAH,COMPLETE,15,15,0,0,100.0,"",""
MOTN,COMPLETE,12,12,0,0,100.0,"",""
LNN,COMPLETE,83,83,0,0,100.0,"",""
NODK,COMPLETE,83,83,0,0,100.0,"",""
TAHO,COMPLETE,2,2,0,0,100.0,"",""
FBSS,COMPLETE,27,27,0,0,100.0,"",""
VHC,COMPLETE,83,83,0,0,100.0,"",""
FLAC,COMPLETE,22,22,0,0,100.0,"",""
AVAN,COMPLETE,24,24,0,0,100.0,"",""
AKTS,COMPLETE,72,72,0,0,100.0,"",""
UBSH,COMPLETE,5,5,0,0,100.0,"",""
VSTA,COMPLETE,65,65,0,0,100.0,"",""
CHSN,COMPLETE,33,33,0,0,100.0,"",""
SKLZ,INCOMPLETE,60,59,1,0,98.33333333333333,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
ATC,COMPLETE,19,19,0,0,100.0,"",""
RAD,COMPLETE,58,58,0,0,100.0,"",""
MRO,COMPLETE,71,71,0,0,100.0,"",""
DAAQ,COMPLETE,6,6,0,0,100.0,"",""
PACD,COMPLETE,22,22,0,0,100.0,"",""
ATII,COMPLETE,8,8,0,0,100.0,"",""
LHAI,COMPLETE,5,5,0,0,100.0,"",""
TLSI,COMPLETE,28,28,0,0,100.0,"",""
CSPR,COMPLETE,24,24,0,0,100.0,"",""
UBP,COMPLETE,56,56,0,0,100.0,"",""
OLP,COMPLETE,83,83,0,0,100.0,"",""
IDEX,COMPLETE,72,72,0,0,100.0,"",""
DALN,COMPLETE,52,52,0,0,100.0,"",""
BTQ,COMPLETE,3,3,0,0,100.0,"",""
YMAT,COMPLETE,5,5,0,0,100.0,"",""
LQR,COMPLETE,17,17,0,0,100.0,"",""
KLXE,COMPLETE,83,83,0,0,100.0,"",""
BFC,COMPLETE,83,83,0,0,100.0,"",""
AGL,COMPLETE,56,56,0,0,100.0,"",""
HSTM,COMPLETE,83,83,0,0,100.0,"",""
BTAI,COMPLETE,83,83,0,0,100.0,"",""
RGR,COMPLETE,83,83,0,0,100.0,"",""
USX,INCOMPLETE,54,53,1,0,98.14814814814815,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 6]
]",""
YVR,COMPLETE,56,56,0,0,100.0,"",""
SWKH,COMPLETE,71,71,0,0,100.0,"",""
USNA,COMPLETE,83,83,0,0,100.0,"",""
AARD,COMPLETE,10,10,0,0,100.0,"",""
MEOA,COMPLETE,20,20,0,0,100.0,"",""
LONE,COMPLETE,22,22,0,0,100.0,"",""
BHLB,COMPLETE,80,80,0,0,100.0,"",""
CLR,COMPLETE,47,47,0,0,100.0,"",""
RIVE,INCOMPLETE,35,34,1,0,97.14285714285714,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 11]
]",""
ROCR,COMPLETE,12,12,0,0,100.0,"",""
SPWRV,COMPLETE,1,1,0,0,100.0,"",""
APCX,COMPLETE,48,48,0,0,100.0,"",""
LVTX,COMPLETE,57,57,0,0,100.0,"",""
EHGO,COMPLETE,17,17,0,0,100.0,"",""
DAIC,COMPLETE,6,6,0,0,100.0,"",""
DFHT,COMPLETE,10,10,0,0,100.0,"",""
STEL,COMPLETE,38,38,0,0,100.0,"",""
GEMP,COMPLETE,12,12,0,0,100.0,"",""
AAWW,COMPLETE,51,51,0,0,100.0,"",""
TZUP,COMPLETE,39,39,0,0,100.0,"",""
FRLA,COMPLETE,38,38,0,0,100.0,"",""
SBR,COMPLETE,83,83,0,0,100.0,"",""
AMTX,COMPLETE,83,83,0,0,100.0,"",""
CRMT,COMPLETE,83,83,0,0,100.0,"",""
ADTH,COMPLETE,31,31,0,0,100.0,"",""
ASPU,COMPLETE,83,83,0,0,100.0,"",""
QSI,COMPLETE,54,54,0,0,100.0,"",""
PITA,COMPLETE,10,10,0,0,100.0,"",""
BSVN,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
SENEB,COMPLETE,83,83,0,0,100.0,"",""
CLDC,COMPLETE,9,9,0,0,100.0,"",""
LUXH,COMPLETE,35,35,0,0,100.0,"",""
YRCW,COMPLETE,26,26,0,0,100.0,"",""
YCY,COMPLETE,2,2,0,0,100.0,"",""
JFK,COMPLETE,17,17,0,0,100.0,"",""
THCP,COMPLETE,40,40,0,0,100.0,"",""
PROS,COMPLETE,26,26,0,0,100.0,"",""
AUD,COMPLETE,26,26,0,0,100.0,"",""
SMIH,COMPLETE,20,20,0,0,100.0,"",""
VTVT,COMPLETE,83,83,0,0,100.0,"",""
CZFS,COMPLETE,48,48,0,0,100.0,"",""
BTOG,COMPLETE,46,46,0,0,100.0,"",""
AXR,COMPLETE,83,83,0,0,100.0,"",""
SIER,COMPLETE,14,14,0,0,100.0,"",""
MRVI,COMPLETE,61,61,0,0,100.0,"",""
THCB,COMPLETE,29,29,0,0,100.0,"",""
GOSS,COMPLETE,82,82,0,0,100.0,"",""
ASPC,COMPLETE,28,28,0,0,100.0,"",""
AGM.A,COMPLETE,83,83,0,0,100.0,"",""
FRGI,COMPLETE,58,58,0,0,100.0,"",""
LYT,COMPLETE,34,34,0,0,100.0,"",""
LDHA,COMPLETE,23,23,0,0,100.0,"",""
RACY,COMPLETE,10,10,0,0,100.0,"",""
VTSI,COMPLETE,83,83,0,0,100.0,"",""
HHGC,COMPLETE,36,36,0,0,100.0,"",""
NAGE,COMPLETE,9,9,0,0,100.0,"",""
RARX,COMPLETE,16,16,0,0,100.0,"",""
HZNP,COMPLETE,58,58,0,0,100.0,"",""
SPKB,COMPLETE,23,23,0,0,100.0,"",""
TVTY,COMPLETE,42,42,0,0,100.0,"",""
TCP,COMPLETE,27,27,0,0,100.0,"",""
ALKSV,COMPLETE,1,1,0,0,100.0,"",""
FNGR,COMPLETE,48,48,0,0,100.0,"",""
LE,COMPLETE,83,83,0,0,100.0,"",""
APYX,COMPLETE,83,83,0,0,100.0,"",""
MLAB,COMPLETE,83,83,0,0,100.0,"",""
BYU,COMPLETE,14,14,0,0,100.0,"",""
PWOD,COMPLETE,79,79,0,0,100.0,"",""
MMDM,COMPLETE,9,9,0,0,100.0,"",""
WLL,COMPLETE,42,42,0,0,100.0,"",""
IBG,COMPLETE,15,15,0,0,100.0,"",""
PMBC,COMPLETE,34,34,0,0,100.0,"",""
EWCZ,COMPLETE,52,52,0,0,100.0,"",""
ALMU,COMPLETE,35,35,0,0,100.0,"",""
CAMP,COMPLETE,80,80,0,0,100.0,"",""
PBBK,COMPLETE,53,53,0,0,100.0,"",""
TPGS,COMPLETE,9,9,0,0,100.0,"",""
ALTI,COMPLETE,35,35,0,0,100.0,"",""
JBSS,COMPLETE,83,83,0,0,100.0,"",""
GVH,COMPLETE,25,25,0,0,100.0,"",""
AZI,COMPLETE,16,16,0,0,100.0,"",""
NTIC,COMPLETE,83,83,0,0,100.0,"",""
ENTA,COMPLETE,83,83,0,0,100.0,"",""
MAYA,COMPLETE,9,9,0,0,100.0,"",""
UOKA,COMPLETE,12,12,0,0,100.0,"",""
RAC,COMPLETE,8,8,0,0,100.0,"",""
CBNK,COMPLETE,83,83,0,0,100.0,"",""
PTLO,COMPLETE,50,50,0,0,100.0,"",""
SBIG,COMPLETE,42,42,0,0,100.0,"",""
PGNY,COMPLETE,74,74,0,0,100.0,"",""
IEC,COMPLETE,34,34,0,0,100.0,"",""
CFIV,COMPLETE,35,35,0,0,100.0,"",""
MDWD,COMPLETE,83,83,0,0,100.0,"",""
NNAG,COMPLETE,12,12,0,0,100.0,"",""
MKLY,COMPLETE,2,2,0,0,100.0,"",""
IFBD,COMPLETE,56,56,0,0,100.0,"",""
MNGA,COMPLETE,2,2,0,0,100.0,"",""
OXSQ,COMPLETE,83,83,0,0,100.0,"",""
SYNC,COMPLETE,27,27,0,0,100.0,"",""
UN,COMPLETE,23,23,0,0,100.0,"",""
JACK,COMPLETE,83,83,0,0,100.0,"",""
SDIG,COMPLETE,42,42,0,0,100.0,"",""
WKHS,COMPLETE,83,83,0,0,100.0,"",""
FENC,COMPLETE,83,83,0,0,100.0,"",""
IDN,COMPLETE,83,83,0,0,100.0,"",""
NUAI,COMPLETE,4,4,0,0,100.0,"",""
SMPL,COMPLETE,83,83,0,0,100.0,"",""
CAPT,COMPLETE,25,25,0,0,100.0,"",""
ICBK,COMPLETE,36,36,0,0,100.0,"",""
GSKY,COMPLETE,39,39,0,0,100.0,"",""
BNSO,COMPLETE,54,54,0,0,100.0,"",""
CND,COMPLETE,24,24,0,0,100.0,"",""
HWKZ,COMPLETE,21,21,0,0,100.0,"",""
CSAI,COMPLETE,11,11,0,0,100.0,"",""
HABT,COMPLETE,15,15,0,0,100.0,"",""
DNKN,COMPLETE,24,24,0,0,100.0,"",""
CHKR,COMPLETE,62,62,0,0,100.0,"",""
CIIC,COMPLETE,14,14,0,0,100.0,"",""
GDEN,COMPLETE,83,83,0,0,100.0,"",""
LAW,COMPLETE,53,53,0,0,100.0,"",""
ATMR,COMPLETE,10,10,0,0,100.0,"",""
ESTE,COMPLETE,58,58,0,0,100.0,"",""
MOSY,COMPLETE,36,36,0,0,100.0,"",""
ARBE,COMPLETE,50,50,0,0,100.0,"",""
MX,COMPLETE,83,83,0,0,100.0,"",""
PDCC,COMPLETE,17,17,0,0,100.0,"",""
SWBIV,COMPLETE,1,1,0,0,100.0,"",""
NOGN,COMPLETE,17,17,0,0,100.0,"",""
NUVA,INCOMPLETE,56,53,3,0,94.64285714285714,"shape: (3,)
Series: '' [list[i64]]
[
	[2020, 8]
	[2020, 9]
	[2020, 10]
]",""
FIAC,COMPLETE,36,36,0,0,100.0,"",""
CLNN,COMPLETE,60,60,0,0,100.0,"",""
IDSA,COMPLETE,12,12,0,0,100.0,"",""
BKS,COMPLETE,8,8,0,0,100.0,"",""
DIBS,COMPLETE,54,54,0,0,100.0,"",""
FCEL,COMPLETE,83,83,0,0,100.0,"",""
SSI,COMPLETE,17,17,0,0,100.0,"",""
JAG,COMPLETE,13,13,0,0,100.0,"",""
EDIT,COMPLETE,83,83,0,0,100.0,"",""
EWTX,COMPLETE,57,57,0,0,100.0,"",""
SPTN,COMPLETE,81,81,0,0,100.0,"",""
CLW,COMPLETE,83,83,0,0,100.0,"",""
EARN,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
BTNB,COMPLETE,15,15,0,0,100.0,"",""
LVAC,COMPLETE,18,18,0,0,100.0,"",""
NTCL,COMPLETE,12,12,0,0,100.0,"",""
CFFA,COMPLETE,22,22,0,0,100.0,"",""
GXAI,COMPLETE,23,23,0,0,100.0,"",""
HGTY,COMPLETE,48,48,0,0,100.0,"",""
AVBP,COMPLETE,23,23,0,0,100.0,"",""
APEN,COMPLETE,52,52,0,0,100.0,"",""
CPHC,COMPLETE,83,83,0,0,100.0,"",""
BSRR,COMPLETE,83,83,0,0,100.0,"",""
OPHT,COMPLETE,4,4,0,0,100.0,"",""
AGEN,COMPLETE,83,83,0,0,100.0,"",""
KRBP,COMPLETE,54,54,0,0,100.0,"",""
BLNE,COMPLETE,11,11,0,0,100.0,"",""
ROAN,COMPLETE,12,12,0,0,100.0,"",""
CXO,COMPLETE,25,25,0,0,100.0,"",""
ELOX,COMPLETE,83,83,0,0,100.0,"",""
AVAH,COMPLETE,56,56,0,0,100.0,"",""
FTHM,COMPLETE,65,65,0,0,100.0,"",""
RDAC,COMPLETE,12,12,0,0,100.0,"",""
SMA,COMPLETE,8,8,0,0,100.0,"",""
RTPZ,COMPLETE,8,8,0,0,100.0,"",""
NCI,COMPLETE,30,30,0,0,100.0,"",""
CPOP,COMPLETE,54,54,0,0,100.0,"",""
PLBY,COMPLETE,58,58,0,0,100.0,"",""
