ticker,status,expected_months,downloaded_months,missing_months,extra_months,completeness_pct,missing_months_detail,extra_months_detail
HT,COMPLETE,59,59,0,0,100.0,"",""
SDHC,COMPLETE,23,23,0,0,100.0,"",""
IMGO,COMPLETE,19,19,0,0,100.0,"",""
ATTU,COMPLETE,5,5,0,0,100.0,"",""
FEXD,COMPLETE,32,32,0,0,100.0,"",""
SCLX,COMPLETE,37,37,0,0,100.0,"",""
PHLT,COMPLETE,11,11,0,0,100.0,"",""
RVPH,COMPLETE,60,60,0,0,100.0,"",""
AEY,INCOMPLETE,62,61,1,0,98.38709677419355,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 2]
]",""
PLOW,COMPLETE,83,83,0,0,100.0,"",""
NNOX,COMPLETE,64,64,0,0,100.0,"",""
BWC,COMPLETE,23,23,0,0,100.0,"",""
BEEP,COMPLETE,28,28,0,0,100.0,"",""
GAMC,COMPLETE,40,40,0,0,100.0,"",""
NVCT,COMPLETE,46,46,0,0,100.0,"",""
NRP,COMPLETE,83,83,0,0,100.0,"",""
RTPY,COMPLETE,7,7,0,0,100.0,"",""
HIPO,COMPLETE,52,52,0,0,100.0,"",""
ALIT,COMPLETE,53,53,0,0,100.0,"",""
MBC,COMPLETE,36,36,0,0,100.0,"",""
NL,COMPLETE,83,83,0,0,100.0,"",""
SMFL,COMPLETE,46,46,0,0,100.0,"",""
VEI,COMPLETE,9,9,0,0,100.0,"",""
PLAB,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
LLIT,COMPLETE,29,29,0,0,100.0,"",""
CORS,COMPLETE,24,24,0,0,100.0,"",""
WTTR,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
RYCE,INCOMPLETE,9,8,1,0,88.88888888888889,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 8]
]",""
TVA,COMPLETE,7,7,0,0,100.0,"",""
CSV,COMPLETE,83,83,0,0,100.0,"",""
RMTI,COMPLETE,83,83,0,0,100.0,"",""
SDA,COMPLETE,31,31,0,0,100.0,"",""
BASE,COMPLETE,51,51,0,0,100.0,"",""
STPC,COMPLETE,8,8,0,0,100.0,"",""
MTSL,COMPLETE,31,31,0,0,100.0,"",""
HUNT,COMPLETE,3,3,0,0,100.0,"",""
ARDS,COMPLETE,83,83,0,0,100.0,"",""
XTKG,COMPLETE,23,23,0,0,100.0,"",""
ISLE,COMPLETE,18,18,0,0,100.0,"",""
IMV,COMPLETE,52,52,0,0,100.0,"",""
VSME,COMPLETE,27,27,0,0,100.0,"",""
CABA,COMPLETE,74,74,0,0,100.0,"",""
HHLA,COMPLETE,36,36,0,0,100.0,"",""
MPRA,COMPLETE,22,22,0,0,100.0,"",""
FUV,COMPLETE,64,64,0,0,100.0,"",""
KRNT,COMPLETE,83,83,0,0,100.0,"",""
SPKE,COMPLETE,32,32,0,0,100.0,"",""
ACRO,COMPLETE,29,29,0,0,100.0,"",""
DMPI,COMPLETE,20,20,0,0,100.0,"",""
MARPS,COMPLETE,83,83,0,0,100.0,"",""
QTNT,COMPLETE,48,48,0,0,100.0,"",""
NBBK,COMPLETE,24,24,0,0,100.0,"",""
SVVC,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
WFCF,COMPLETE,56,56,0,0,100.0,"",""
KELYB,COMPLETE,79,79,0,0,100.0,"",""
CLPR,COMPLETE,83,83,0,0,100.0,"",""
BLMN,COMPLETE,83,83,0,0,100.0,"",""
CTLT,COMPLETE,72,72,0,0,100.0,"",""
FL,COMPLETE,81,81,0,0,100.0,"",""
ZEO,COMPLETE,21,21,0,0,100.0,"",""
CRXT,COMPLETE,13,13,0,0,100.0,"",""
SMC,COMPLETE,16,16,0,0,100.0,"",""
FSNB,COMPLETE,31,31,0,0,100.0,"",""
DATA,COMPLETE,7,7,0,0,100.0,"",""
GOGO,COMPLETE,83,83,0,0,100.0,"",""
KVHI,COMPLETE,83,83,0,0,100.0,"",""
IMMR,COMPLETE,83,83,0,0,100.0,"",""
LGTY,COMPLETE,7,7,0,0,100.0,"",""
HCHL,COMPLETE,6,6,0,0,100.0,"",""
GGE,COMPLETE,26,26,0,0,100.0,"",""
CENQ,COMPLETE,17,17,0,0,100.0,"",""
ABL,COMPLETE,29,29,0,0,100.0,"",""
ANAT,INCOMPLETE,41,39,2,0,95.1219512195122,"shape: (2,)
Series: '' [list[i64]]
[
	[2020, 5]
	[2020, 6]
]",""
FFAI,COMPLETE,9,9,0,0,100.0,"",""
KWAC,COMPLETE,35,35,0,0,100.0,"",""
NVMM,COMPLETE,4,4,0,0,100.0,"",""
PBYI,COMPLETE,83,83,0,0,100.0,"",""
BPYU,COMPLETE,17,17,0,0,100.0,"",""
LOCC,COMPLETE,25,25,0,0,100.0,"",""
RTIX,INCOMPLETE,19,18,1,0,94.73684210526315,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 7]
]",""
PYDS,COMPLETE,6,6,0,0,100.0,"",""
CHAC,COMPLETE,15,15,0,0,100.0,"",""
IS,COMPLETE,18,18,0,0,100.0,"",""
BURG,COMPLETE,16,16,0,0,100.0,"",""
TYDE,COMPLETE,11,11,0,0,100.0,"",""
TUES,INCOMPLETE,18,17,1,0,94.44444444444444,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 6]
]",""
MDRR,COMPLETE,83,83,0,0,100.0,"",""
CDK,COMPLETE,43,43,0,0,100.0,"",""
BUJA,COMPLETE,22,22,0,0,100.0,"",""
ZJYL,COMPLETE,33,33,0,0,100.0,"",""
DCRC,COMPLETE,8,8,0,0,100.0,"",""
RWAY,COMPLETE,50,50,0,0,100.0,"",""
BFIN,INCOMPLETE,83,76,7,0,91.56626506024097,"shape: (7,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
	[2021, 2]
	[2021, 3]
	[2021, 4]
	[2021, 5]
	[2021, 6]
]",""
CASI,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
EFSC,COMPLETE,83,83,0,0,100.0,"",""
GRWG,COMPLETE,72,72,0,0,100.0,"",""
CJET,COMPLETE,30,30,0,0,100.0,"",""
CTIC,COMPLETE,54,54,0,0,100.0,"",""
ASTC,COMPLETE,83,83,0,0,100.0,"",""
INNV,COMPLETE,57,57,0,0,100.0,"",""
KDNY,COMPLETE,35,35,0,0,100.0,"",""
CVET,COMPLETE,45,45,0,0,100.0,"",""
SNOA,INCOMPLETE,83,81,2,0,97.59036144578313,"shape: (2,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
]",""
ISSC,COMPLETE,83,83,0,0,100.0,"",""
ACQR,COMPLETE,23,23,0,0,100.0,"",""
CFSB,COMPLETE,46,46,0,0,100.0,"",""
TOWR,COMPLETE,9,9,0,0,100.0,"",""
XRX,COMPLETE,83,83,0,0,100.0,"",""
AQU,COMPLETE,30,30,0,0,100.0,"",""
BGG,COMPLETE,19,19,0,0,100.0,"",""
GABC,COMPLETE,83,83,0,0,100.0,"",""
AC,INCOMPLETE,81,78,3,0,96.29629629629629,"shape: (3,)
Series: '' [list[i64]]
[
	[2020, 10]
	[2020, 11]
	[2020, 12]
]",""
ARHS,COMPLETE,49,49,0,0,100.0,"",""
SWET,COMPLETE,22,22,0,0,100.0,"",""
VLAT,COMPLETE,24,24,0,0,100.0,"",""
PATI,COMPLETE,60,60,0,0,100.0,"",""
STIC,COMPLETE,7,7,0,0,100.0,"",""
RBT,COMPLETE,23,23,0,0,100.0,"",""
GLAC,COMPLETE,27,27,0,0,100.0,"",""
PUCK,COMPLETE,50,50,0,0,100.0,"",""
ITQ,COMPLETE,23,23,0,0,100.0,"",""
LANV,COMPLETE,36,36,0,0,100.0,"",""
SCOA,COMPLETE,23,23,0,0,100.0,"",""
INNT,COMPLETE,17,17,0,0,100.0,"",""
ILMNV,COMPLETE,1,1,0,0,100.0,"",""
ZY,COMPLETE,19,19,0,0,100.0,"",""
IIIV,COMPLETE,83,83,0,0,100.0,"",""
TSPQ,COMPLETE,21,21,0,0,100.0,"",""
PSBD,COMPLETE,23,23,0,0,100.0,"",""
USAK,COMPLETE,45,45,0,0,100.0,"",""
EXPR,INCOMPLETE,64,63,1,0,98.4375,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 4]
]",""
PBPB,INCOMPLETE,82,81,1,0,98.78048780487805,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 11]
]",""
SIMA,COMPLETE,24,24,0,0,100.0,"",""
TAOX,COMPLETE,5,5,0,0,100.0,"",""
PSAG,COMPLETE,21,21,0,0,100.0,"",""
AYTU,COMPLETE,83,83,0,0,100.0,"",""
APC,COMPLETE,8,8,0,0,100.0,"",""
BOAC,COMPLETE,35,35,0,0,100.0,"",""
CFVI,COMPLETE,18,18,0,0,100.0,"",""
MYSE,COMPLETE,4,4,0,0,100.0,"",""
FBLG,COMPLETE,23,23,0,0,100.0,"",""
GHVI,COMPLETE,6,6,0,0,100.0,"",""
PNT,COMPLETE,30,30,0,0,100.0,"",""
GWAC,COMPLETE,9,9,0,0,100.0,"",""
CREE,INCOMPLETE,34,33,1,0,97.05882352941177,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 10]
]",""
AAN,COMPLETE,70,70,0,0,100.0,"",""
ADSW,COMPLETE,22,22,0,0,100.0,"",""
LAES,COMPLETE,31,31,0,0,100.0,"",""
SRI,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
AMPL,COMPLETE,51,51,0,0,100.0,"",""
FBC,COMPLETE,47,47,0,0,100.0,"",""
VRAR,COMPLETE,53,53,0,0,100.0,"",""
SPCB,COMPLETE,83,83,0,0,100.0,"",""
VCRA,COMPLETE,38,38,0,0,100.0,"",""
NM,COMPLETE,60,60,0,0,100.0,"",""
ENBL,COMPLETE,36,36,0,0,100.0,"",""
SNCA,COMPLETE,18,18,0,0,100.0,"",""
DYNT,COMPLETE,83,83,0,0,100.0,"",""
TBLT,COMPLETE,83,83,0,0,100.0,"",""
ELAB,COMPLETE,25,25,0,0,100.0,"",""
DVCR,COMPLETE,8,8,0,0,100.0,"",""
DUET,COMPLETE,32,32,0,0,100.0,"",""
USEA,COMPLETE,41,41,0,0,100.0,"",""
YGYI,COMPLETE,48,48,0,0,100.0,"",""
LMFA,COMPLETE,83,83,0,0,100.0,"",""
DS,COMPLETE,48,48,0,0,100.0,"",""
MBAC,COMPLETE,33,33,0,0,100.0,"",""
AMTB,COMPLETE,83,83,0,0,100.0,"",""
CARE,COMPLETE,81,81,0,0,100.0,"",""
LBAI,COMPLETE,65,65,0,0,100.0,"",""
CTW,COMPLETE,4,4,0,0,100.0,"",""
APY,COMPLETE,18,18,0,0,100.0,"",""
PNTR,COMPLETE,10,10,0,0,100.0,"",""
BSGA,COMPLETE,22,22,0,0,100.0,"",""
TPGH,COMPLETE,11,11,0,0,100.0,"",""
HYAC,COMPLETE,62,62,0,0,100.0,"",""
FNLC,COMPLETE,83,83,0,0,100.0,"",""
ESIO,COMPLETE,2,2,0,0,100.0,"",""
QSEA,COMPLETE,7,7,0,0,100.0,"",""
NMCI,COMPLETE,27,27,0,0,100.0,"",""
SONG,COMPLETE,45,45,0,0,100.0,"",""
AERT,COMPLETE,25,25,0,0,100.0,"",""
AAME,COMPLETE,83,83,0,0,100.0,"",""
NRGV,COMPLETE,46,46,0,0,100.0,"",""
LABP,COMPLETE,40,40,0,0,100.0,"",""
GSHD,COMPLETE,83,83,0,0,100.0,"",""
CMLT,COMPLETE,7,7,0,0,100.0,"",""
ALCE,COMPLETE,24,24,0,0,100.0,"",""
CTL,COMPLETE,21,21,0,0,100.0,"",""
RTTR,COMPLETE,17,17,0,0,100.0,"",""
VATE,COMPLETE,51,51,0,0,100.0,"",""
TISA,COMPLETE,5,5,0,0,100.0,"",""
EUCR,COMPLETE,29,29,0,0,100.0,"",""
SPRT,COMPLETE,33,33,0,0,100.0,"",""
ALZN,COMPLETE,54,54,0,0,100.0,"",""
VMAC,COMPLETE,19,19,0,0,100.0,"",""
PSTV,COMPLETE,77,77,0,0,100.0,"",""
MIST,COMPLETE,79,79,0,0,100.0,"",""
MMMW,COMPLETE,48,48,0,0,100.0,"",""
TCBX,COMPLETE,49,49,0,0,100.0,"",""
SNRH,COMPLETE,29,29,0,0,100.0,"",""
MDP,COMPLETE,36,36,0,0,100.0,"",""
FOXX,COMPLETE,15,15,0,0,100.0,"",""
LITS,COMPLETE,3,3,0,0,100.0,"",""
AKCA,COMPLETE,22,22,0,0,100.0,"",""
RUBY,COMPLETE,60,60,0,0,100.0,"",""
WABC,COMPLETE,83,83,0,0,100.0,"",""
BWEN,COMPLETE,83,83,0,0,100.0,"",""
DNBF,COMPLETE,11,11,0,0,100.0,"",""
BCAN,COMPLETE,33,33,0,0,100.0,"",""
OPI,COMPLETE,82,82,0,0,100.0,"",""
GMGI,COMPLETE,48,48,0,0,100.0,"",""
CUPR,COMPLETE,8,8,0,0,100.0,"",""
TWG,COMPLETE,20,20,0,0,100.0,"",""
FBLA,COMPLETE,14,14,0,0,100.0,"",""
PMT,COMPLETE,83,83,0,0,100.0,"",""
MSIF,COMPLETE,11,11,0,0,100.0,"",""
HSGX,COMPLETE,9,9,0,0,100.0,"",""
SKYE,COMPLETE,48,48,0,0,100.0,"",""
AWH,COMPLETE,59,59,0,0,100.0,"",""
FVRR,COMPLETE,78,78,0,0,100.0,"",""
TALO,COMPLETE,83,83,0,0,100.0,"",""
FVIV,COMPLETE,19,19,0,0,100.0,"",""
KNTE,COMPLETE,41,41,0,0,100.0,"",""
DNA,COMPLETE,51,51,0,0,100.0,"",""
SYBX,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
WINR,COMPLETE,42,42,0,0,100.0,"",""
LOKV,COMPLETE,8,8,0,0,100.0,"",""
NAOV,COMPLETE,83,83,0,0,100.0,"",""
FOXF,COMPLETE,83,83,0,0,100.0,"",""
AGMH,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
SXTP,COMPLETE,29,29,0,0,100.0,"",""
III,COMPLETE,83,83,0,0,100.0,"",""
CXDO,COMPLETE,65,65,0,0,100.0,"",""
HSON,COMPLETE,81,81,0,0,100.0,"",""
EFII,COMPLETE,7,7,0,0,100.0,"",""
LEGH,INCOMPLETE,83,82,1,0,98.79518072289156,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
ZCMD,COMPLETE,70,70,0,0,100.0,"",""
NREF,COMPLETE,70,70,0,0,100.0,"",""
MBIO,COMPLETE,83,83,0,0,100.0,"",""
AMBQ,COMPLETE,5,5,0,0,100.0,"",""
GRCY,COMPLETE,33,33,0,0,100.0,"",""
CVON,COMPLETE,1,1,0,0,100.0,"",""
USAU,COMPLETE,83,83,0,0,100.0,"",""
VERB,COMPLETE,77,77,0,0,100.0,"",""
HUGS,COMPLETE,21,21,0,0,100.0,"",""
KLTR,COMPLETE,53,53,0,0,100.0,"",""
KYTX,COMPLETE,22,22,0,0,100.0,"",""
SEGG,COMPLETE,5,5,0,0,100.0,"",""
TAST,INCOMPLETE,65,64,1,0,98.46153846153847,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 5]
]",""
LAB,COMPLETE,44,44,0,0,100.0,"",""
GRC,COMPLETE,83,83,0,0,100.0,"",""
GPRK,COMPLETE,83,83,0,0,100.0,"",""
EJFA,COMPLETE,15,15,0,0,100.0,"",""
SEND,COMPLETE,1,1,0,0,100.0,"",""
JBIO,COMPLETE,8,8,0,0,100.0,"",""
ADD,COMPLETE,34,34,0,0,100.0,"",""
NATI,COMPLETE,58,58,0,0,100.0,"",""
FATE,COMPLETE,83,83,0,0,100.0,"",""
GETY,COMPLETE,41,41,0,0,100.0,"",""
SUNE,COMPLETE,13,13,0,0,100.0,"",""
NWN,INCOMPLETE,83,80,3,0,96.3855421686747,"shape: (3,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
	[2021, 2]
]",""
OTIC,COMPLETE,52,52,0,0,100.0,"",""
AURE,COMPLETE,2,2,0,0,100.0,"",""
CVGI,COMPLETE,83,83,0,0,100.0,"",""
CMPI,COMPLETE,22,22,0,0,100.0,"",""
BACK,COMPLETE,40,40,0,0,100.0,"",""
CREV,COMPLETE,25,25,0,0,100.0,"",""
HMCO,COMPLETE,24,24,0,0,100.0,"",""
MDH,COMPLETE,22,22,0,0,100.0,"",""
OBIO,COMPLETE,35,35,0,0,100.0,"",""
NTRP,COMPLETE,45,45,0,0,100.0,"",""
AVCO,COMPLETE,47,47,0,0,100.0,"",""
SAFE,COMPLETE,83,83,0,0,100.0,"",""
EYES,COMPLETE,44,44,0,0,100.0,"",""
HSAC,COMPLETE,7,7,0,0,100.0,"",""
WHF,COMPLETE,83,83,0,0,100.0,"",""
XAN,COMPLETE,26,26,0,0,100.0,"",""
CONE,COMPLETE,39,39,0,0,100.0,"",""
GRRR,COMPLETE,41,41,0,0,100.0,"",""
AEBIV,INCOMPLETE,1,0,1,0,0.0,"shape: (1,)
Series: '' [list[i64]]
[
	[2025, 7]
]",""
THST,COMPLETE,33,33,0,0,100.0,"",""
TYME,COMPLETE,45,45,0,0,100.0,"",""
LSAK,COMPLETE,43,43,0,0,100.0,"",""
CHCO,INCOMPLETE,83,81,2,0,97.59036144578313,"shape: (2,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
]",""
WIMI,COMPLETE,68,68,0,0,100.0,"",""
RTL,COMPLETE,37,37,0,0,100.0,"",""
SMTX,COMPLETE,28,28,0,0,100.0,"",""
OCAX,COMPLETE,47,47,0,0,100.0,"",""
CPSS,COMPLETE,83,83,0,0,100.0,"",""
PLBC,COMPLETE,83,83,0,0,100.0,"",""
FTVI,COMPLETE,17,17,0,0,100.0,"",""
ESAC,COMPLETE,28,28,0,0,100.0,"",""
VBIX,COMPLETE,46,46,0,0,100.0,"",""
GRDI,COMPLETE,10,10,0,0,100.0,"",""
NRDS,COMPLETE,49,49,0,0,100.0,"",""
LGMK,COMPLETE,44,44,0,0,100.0,"",""
UFS,COMPLETE,35,35,0,0,100.0,"",""
CMCO,COMPLETE,83,83,0,0,100.0,"",""
WIN,COMPLETE,3,3,0,0,100.0,"",""
FWAA,COMPLETE,7,7,0,0,100.0,"",""
FEMY,COMPLETE,54,54,0,0,100.0,"",""
FSFG,COMPLETE,83,83,0,0,100.0,"",""
NFYS,COMPLETE,33,33,0,0,100.0,"",""
TCRT,COMPLETE,47,47,0,0,100.0,"",""
GMHS,COMPLETE,11,11,0,0,100.0,"",""
HMPT,COMPLETE,31,31,0,0,100.0,"",""
AAC,COMPLETE,43,43,0,0,100.0,"",""
DOGZ,COMPLETE,83,83,0,0,100.0,"",""
MLCI,COMPLETE,3,3,0,0,100.0,"",""
GIAC,COMPLETE,15,15,0,0,100.0,"",""
TESS,COMPLETE,55,55,0,0,100.0,"",""
IPOE,COMPLETE,7,7,0,0,100.0,"",""
MYOS,COMPLETE,23,23,0,0,100.0,"",""
CPE,COMPLETE,63,63,0,0,100.0,"",""
FOCS,COMPLETE,56,56,0,0,100.0,"",""
ONCR,COMPLETE,39,39,0,0,100.0,"",""
CEAD,COMPLETE,42,42,0,0,100.0,"",""
MCAD,COMPLETE,8,8,0,0,100.0,"",""
AOMR,COMPLETE,54,54,0,0,100.0,"",""
STSS,COMPLETE,44,44,0,0,100.0,"",""
CHR,COMPLETE,25,25,0,0,100.0,"",""
ARCT,COMPLETE,83,83,0,0,100.0,"",""
QTS,COMPLETE,32,32,0,0,100.0,"",""
TBHC,COMPLETE,5,5,0,0,100.0,"",""
SYPR,COMPLETE,83,83,0,0,100.0,"",""
RAVN,COMPLETE,35,35,0,0,100.0,"",""
EVAC,COMPLETE,4,4,0,0,100.0,"",""
ROVR,COMPLETE,31,31,0,0,100.0,"",""
DM,COMPLETE,54,54,0,0,100.0,"",""
BNGO,COMPLETE,83,83,0,0,100.0,"",""
TXG,COMPLETE,75,75,0,0,100.0,"",""
GRTX,INCOMPLETE,73,70,3,0,95.8904109589041,"shape: (3,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
	[2021, 2]
]",""
IBIO,COMPLETE,83,83,0,0,100.0,"",""
LMACA,COMPLETE,21,21,0,0,100.0,"",""
BMTC,COMPLETE,36,36,0,0,100.0,"",""
TIO,COMPLETE,10,10,0,0,100.0,"",""
RDVT,INCOMPLETE,83,80,3,0,96.3855421686747,"shape: (3,)
Series: '' [list[i64]]
[
	[2020, 12]
	[2021, 1]
	[2021, 2]
]",""
LIND,COMPLETE,83,83,0,0,100.0,"",""
DFPH,COMPLETE,21,21,0,0,100.0,"",""
SHYF,COMPLETE,61,61,0,0,100.0,"",""
TIF,COMPLETE,25,25,0,0,100.0,"",""
BIOC,COMPLETE,58,58,0,0,100.0,"",""
ATVI,INCOMPLETE,58,57,1,0,98.27586206896551,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 10]
]",""
RXT,INCOMPLETE,64,63,1,0,98.4375,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
CELU,COMPLETE,53,53,0,0,100.0,"",""
RIME,COMPLETE,15,15,0,0,100.0,"",""
NEBC,COMPLETE,6,6,0,0,100.0,"",""
JJSF,COMPLETE,83,83,0,0,100.0,"",""
TAOP,COMPLETE,83,83,0,0,100.0,"",""
VERI,COMPLETE,83,83,0,0,100.0,"",""
SVMK,COMPLETE,30,30,0,0,100.0,"",""
SAFT,COMPLETE,83,83,0,0,100.0,"",""
NB,COMPLETE,33,33,0,0,100.0,"",""
BOLD,COMPLETE,34,34,0,0,100.0,"",""
ADAL,COMPLETE,18,18,0,0,100.0,"",""
ACAX,COMPLETE,23,23,0,0,100.0,"",""
MTOR,COMPLETE,44,44,0,0,100.0,"",""
EFTR,COMPLETE,52,52,0,0,100.0,"",""
MCRN,COMPLETE,11,11,0,0,100.0,"",""
EQHA,COMPLETE,22,22,0,0,100.0,"",""
KINS,COMPLETE,83,83,0,0,100.0,"",""
KBSX,COMPLETE,11,11,0,0,100.0,"",""
MSAC,COMPLETE,23,23,0,0,100.0,"",""
SBXD,COMPLETE,14,14,0,0,100.0,"",""
FSBC,COMPLETE,71,71,0,0,100.0,"",""
JEM,COMPLETE,6,6,0,0,100.0,"",""
ATMV,COMPLETE,35,35,0,0,100.0,"",""
ELYS,COMPLETE,61,61,0,0,100.0,"",""
TIL,COMPLETE,57,57,0,0,100.0,"",""
AVO,COMPLETE,62,62,0,0,100.0,"",""
CISSV,COMPLETE,1,1,0,0,100.0,"",""
ALT,COMPLETE,83,83,0,0,100.0,"",""
BCIC,COMPLETE,4,4,0,0,100.0,"",""
EGL,COMPLETE,1,1,0,0,100.0,"",""
MVLA,COMPLETE,34,34,0,0,100.0,"",""
SILC,COMPLETE,83,83,0,0,100.0,"",""
BSQR,COMPLETE,60,60,0,0,100.0,"",""
AVGR,COMPLETE,74,74,0,0,100.0,"",""
FCBC,COMPLETE,83,83,0,0,100.0,"",""
BMBL,COMPLETE,58,58,0,0,100.0,"",""
COLL,COMPLETE,83,83,0,0,100.0,"",""
SBSI,COMPLETE,83,83,0,0,100.0,"",""
COVA,COMPLETE,22,22,0,0,100.0,"",""
DNAA,COMPLETE,15,15,0,0,100.0,"",""
DLPH,COMPLETE,22,22,0,0,100.0,"",""
OYST,COMPLETE,39,39,0,0,100.0,"",""
AFRI,COMPLETE,42,42,0,0,100.0,"",""
STWO,COMPLETE,12,12,0,0,100.0,"",""
OMH,COMPLETE,33,33,0,0,100.0,"",""
ACCD,COMPLETE,58,58,0,0,100.0,"",""
BHR,COMPLETE,83,83,0,0,100.0,"",""
TRCB,COMPLETE,12,12,0,0,100.0,"",""
CHG,COMPLETE,4,4,0,0,100.0,"",""
IART,COMPLETE,83,83,0,0,100.0,"",""
AREX,COMPLETE,11,11,0,0,100.0,"",""
MPAA,COMPLETE,83,83,0,0,100.0,"",""
ORIA,COMPLETE,23,23,0,0,100.0,"",""
SSSS,COMPLETE,76,76,0,0,100.0,"",""
CHEA,COMPLETE,21,21,0,0,100.0,"",""
XRTX,COMPLETE,50,50,0,0,100.0,"",""
CPTA,COMPLETE,31,31,0,0,100.0,"",""
SUPX,COMPLETE,6,6,0,0,100.0,"",""
BENF,COMPLETE,30,30,0,0,100.0,"",""
SANW,COMPLETE,83,83,0,0,100.0,"",""
DEVS,COMPLETE,13,13,0,0,100.0,"",""
KRO,COMPLETE,83,83,0,0,100.0,"",""
ADV,COMPLETE,62,62,0,0,100.0,"",""
ENZ,COMPLETE,76,76,0,0,100.0,"",""
MSDL,COMPLETE,23,23,0,0,100.0,"",""
SNCR,COMPLETE,83,83,0,0,100.0,"",""
AKAO,COMPLETE,4,4,0,0,100.0,"",""
MGX,COMPLETE,22,22,0,0,100.0,"",""
CTRMV,COMPLETE,1,1,0,0,100.0,"",""
CCIV,COMPLETE,11,11,0,0,100.0,"",""
WVE,COMPLETE,83,83,0,0,100.0,"",""
JYD,COMPLETE,32,32,0,0,100.0,"",""
DBDR,COMPLETE,14,14,0,0,100.0,"",""
LEXX,COMPLETE,59,59,0,0,100.0,"",""
FDEF,COMPLETE,18,18,0,0,100.0,"",""
FLLC,COMPLETE,6,6,0,0,100.0,"",""
AIHS,COMPLETE,83,83,0,0,100.0,"",""
NGC,COMPLETE,23,23,0,0,100.0,"",""
SEG,COMPLETE,16,16,0,0,100.0,"",""
CDNA,COMPLETE,83,83,0,0,100.0,"",""
SVOK,COMPLETE,11,11,0,0,100.0,"",""
FLOC,COMPLETE,11,11,0,0,100.0,"",""
NETI,COMPLETE,35,35,0,0,100.0,"",""
RXDX,COMPLETE,28,28,0,0,100.0,"",""
SRLP,COMPLETE,46,46,0,0,100.0,"",""
JFBR,COMPLETE,40,40,0,0,100.0,"",""
ORKT,COMPLETE,17,17,0,0,100.0,"",""
ATAK,COMPLETE,23,23,0,0,100.0,"",""
TCS,COMPLETE,72,72,0,0,100.0,"",""
PRFT,COMPLETE,70,70,0,0,100.0,"",""
CANO,COMPLETE,33,33,0,0,100.0,"",""
MICT,COMPLETE,50,50,0,0,100.0,"",""
DCOM,COMPLETE,83,83,0,0,100.0,"",""
PIRS,COMPLETE,72,72,0,0,100.0,"",""
XPOA,COMPLETE,21,21,0,0,100.0,"",""
TRIP,COMPLETE,83,83,0,0,100.0,"",""
CRAI,COMPLETE,83,83,0,0,100.0,"",""
LABL,COMPLETE,7,7,0,0,100.0,"",""
INST,COMPLETE,56,56,0,0,100.0,"",""
CARV,COMPLETE,83,83,0,0,100.0,"",""
PROV,COMPLETE,83,83,0,0,100.0,"",""
RENE,COMPLETE,35,35,0,0,100.0,"",""
ZNTE,COMPLETE,17,17,0,0,100.0,"",""
PKOH,COMPLETE,83,83,0,0,100.0,"",""
ACND,COMPLETE,11,11,0,0,100.0,"",""
PFSA,COMPLETE,5,5,0,0,100.0,"",""
VACH,COMPLETE,15,15,0,0,100.0,"",""
OPA,COMPLETE,33,33,0,0,100.0,"",""
PAYS,COMPLETE,80,80,0,0,100.0,"",""
THRM,COMPLETE,83,83,0,0,100.0,"",""
SHIP,COMPLETE,83,83,0,0,100.0,"",""
ATHR,COMPLETE,8,8,0,0,100.0,"",""
BLPH,INCOMPLETE,72,71,1,0,98.61111111111111,"shape: (1,)
Series: '' [list[i64]]
[
	[2020, 12]
]",""
OFAL,COMPLETE,7,7,0,0,100.0,"",""
