ticker,status,days_expected,days_with_success,days_with_parquet_no_success,days_missing,first_day_expected,first_day_found,last_day_found,issue_summary
RAIL,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
RALY,INCOMPLETE_NO_SUCCESS,1477,0,562,915,2013-04-15,2013-04-15,2015-07-07,562 dias sin _SUCCESS
RAMP,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
RAND,EMPTY,1844,0,0,1844,2011-11-14,,,Directorio vacio
RAS,INCOMPLETE_NO_SUCCESS,1864,0,1654,210,2011-10-17,2011-10-17,2018-05-11,1654 dias sin _SUCCESS
RAVE,INCOMPLETE_NO_SUCCESS,1028,0,1000,28,2015-01-12,2015-01-12,2018-12-31,1000 dias sin _SUCCESS
RAX,INCOMPLETE_NO_SUCCESS,1864,0,1274,590,2011-10-17,2011-10-17,2016-11-02,1274 dias sin _SUCCESS
RBB,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
RBBN,INCOMPLETE_NO_SUCCESS,280,0,274,6,2017-11-29,2017-11-29,2018-12-31,274 dias sin _SUCCESS
RBCAA,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
RBPAA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RC,MISSING,45,0,0,45,2018-10-29,,,TICKER_DIR_MISSING
RCAP,INCOMPLETE_NO_SUCCESS,1348,0,559,789,2013-10-14,2013-10-14,2015-12-31,559 dias sin _SUCCESS
RCKT,INCOMPLETE_NO_SUCCESS,254,0,248,6,2018-01-08,2018-01-08,2018-12-31,248 dias sin _SUCCESS
RCKY,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RCMT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RCON,INCOMPLETE_NO_SUCCESS,1864,0,1812,52,2011-10-17,2011-10-17,2018-12-31,1812 dias sin _SUCCESS
RDCM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RDI,INCOMPLETE_PARTIAL,1864,163,0,1701,2011-10-17,2015-07-27,2016-03-17,1701 dias faltantes
RDIB,MISSING,153,0,0,153,2018-05-29,,,TICKER_DIR_MISSING
RDVT,INCOMPLETE_NO_SUCCESS,198,0,193,5,2018-03-27,2018-03-27,2018-12-31,193 dias sin _SUCCESS
RDWR,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
REE,INCOMPLETE_NO_SUCCESS,1864,0,588,1276,2011-10-17,2011-10-17,2014-02-14,588 dias sin _SUCCESS
REFR,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
REIS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RELL,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
RENT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
REPL,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
RES,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RETO,INCOMPLETE_NO_SUCCESS,280,0,273,7,2017-11-29,2017-11-29,2018-12-31,273 dias sin _SUCCESS
REX,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
REXX,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RFIL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RFL,MISSING,198,0,0,198,2018-03-27,,,TICKER_DIR_MISSING
RGCO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RGNX,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
RGP,INCOMPLETE_NO_SUCCESS,1864,0,889,975,2011-10-17,2011-10-17,2015-04-29,889 dias sin _SUCCESS
RGR,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RGS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RIC,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
RICK,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RIGL,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
RIGP,INCOMPLETE_NO_SUCCESS,1076,0,531,545,2014-11-03,2014-11-03,2016-12-09,531 dias sin _SUCCESS
RILY,INCOMPLETE_NO_SUCCESS,801,0,756,45,2015-11-25,2015-11-25,2018-12-31,756 dias sin _SUCCESS
RIT,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
RKDA,INCOMPLETE_NO_SUCCESS,803,0,782,21,2015-11-23,2015-11-23,2018-12-31,782 dias sin _SUCCESS
RKUS,INCOMPLETE_NO_SUCCESS,1580,0,888,692,2012-11-19,2012-11-19,2016-05-27,888 dias sin _SUCCESS
RLD,INCOMPLETE_NO_SUCCESS,1864,0,1115,749,2011-10-17,2011-10-17,2016-03-22,1115 dias sin _SUCCESS
RLJ,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
RLJE,INCOMPLETE_NO_SUCCESS,1590,0,1488,102,2012-11-05,2012-11-05,2018-10-31,1488 dias sin _SUCCESS
RLOG,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RM,INCOMPLETE_NO_SUCCESS,1747,0,1702,45,2012-03-28,2012-03-28,2018-12-31,1702 dias sin _SUCCESS
RMAX,INCOMPLETE_NO_SUCCESS,1348,0,1314,34,2013-10-14,2013-10-14,2018-12-31,1314 dias sin _SUCCESS
RMCF,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RMGN,INCOMPLETE_NO_SUCCESS,1476,0,1352,124,2013-04-16,2013-04-16,2018-09-28,1352 dias sin _SUCCESS
RMNI,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
RMP,INCOMPLETE_NO_SUCCESS,1041,0,901,140,2014-12-22,2014-12-22,2018-07-20,901 dias sin _SUCCESS
RMR,MISSING,783,0,0,783,2015-12-21,,,TICKER_DIR_MISSING
RMTI,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
RNDY,INCOMPLETE_NO_SUCCESS,1782,0,974,808,2012-02-08,2012-02-08,2015-12-18,974 dias sin _SUCCESS
RNF,INCOMPLETE_NO_SUCCESS,1850,0,1107,743,2011-11-04,2011-11-04,2016-04-01,1107 dias sin _SUCCESS
RNGR,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
RNO,INCOMPLETE_NO_SUCCESS,1864,19,1,1844,2011-10-17,2015-07-27,2015-08-21,1 dias sin _SUCCESS
RNVA,INCOMPLETE_NO_SUCCESS,803,0,485,318,2015-11-23,2015-11-23,2017-10-25,485 dias sin _SUCCESS
ROCK,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
ROG,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
ROIA,EMPTY,1862,0,0,1862,2011-10-19,,,Directorio vacio
ROIAK,INCOMPLETE_NO_SUCCESS,1864,0,1397,467,2011-10-17,2011-10-17,2017-05-05,1397 dias sin _SUCCESS
ROKA,INCOMPLETE_NO_SUCCESS,1076,0,795,281,2014-11-03,2014-11-03,2017-12-28,795 dias sin _SUCCESS
ROSG,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RPD,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
RPT,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
RPTP,INCOMPLETE_NO_SUCCESS,1864,0,1266,598,2011-10-17,2011-10-17,2016-10-25,1266 dias sin _SUCCESS
RPXC,INCOMPLETE_NO_SUCCESS,1864,0,418,1446,2011-10-17,2011-10-17,2013-06-14,418 dias sin _SUCCESS
RRGB,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
RRMS,INCOMPLETE_NO_SUCCESS,1825,0,1209,616,2011-12-09,2011-12-09,2016-09-29,1209 dias sin _SUCCESS
RSE,INCOMPLETE_NO_SUCCESS,1798,0,1125,673,2012-01-17,2012-01-17,2016-07-06,1125 dias sin _SUCCESS
RSO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RSPP,INCOMPLETE_NO_SUCCESS,1281,0,1134,147,2014-01-17,2014-01-17,2018-07-18,1134 dias sin _SUCCESS
RSTI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RSYS,INCOMPLETE_NO_SUCCESS,1864,0,1801,63,2011-10-17,2011-10-17,2018-12-11,1801 dias sin _SUCCESS
RT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RTI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RTK,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
RTNB,INCOMPLETE_NO_SUCCESS,524,0,224,300,2016-12-21,2016-12-21,2017-11-14,224 dias sin _SUCCESS
RUBI,INCOMPLETE_NO_SUCCESS,1228,0,1196,32,2014-04-02,2014-04-02,2018-12-31,1196 dias sin _SUCCESS
RUK,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
RVSB,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RWT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
RXII,INCOMPLETE_NO_SUCCESS,1264,0,1205,59,2014-02-11,2014-02-11,2018-11-16,1205 dias sin _SUCCESS
RYAM,INCOMPLETE_NO_SUCCESS,1076,0,1047,29,2014-11-03,2014-11-03,2018-12-31,1047 dias sin _SUCCESS
RYI,EMPTY,1076,0,0,1076,2014-11-03,,,Directorio vacio
RYL,INCOMPLETE_NO_SUCCESS,1864,0,997,867,2011-10-17,2011-10-17,2015-09-30,997 dias sin _SUCCESS
SAAS,INCOMPLETE_NO_SUCCESS,1864,0,1278,586,2011-10-17,2011-10-17,2016-11-11,1278 dias sin _SUCCESS
SABR,INCOMPLETE_NO_SUCCESS,1215,0,1186,29,2014-04-21,2014-04-21,2018-12-31,1186 dias sin _SUCCESS
SAFE,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SAFT,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
SAJA,INCOMPLETE_NO_SUCCESS,1071,0,638,433,2014-11-10,2014-11-10,2017-07-19,638 dias sin _SUCCESS
SALE,INCOMPLETE_NO_SUCCESS,1348,0,909,439,2013-10-14,2013-10-14,2017-05-22,909 dias sin _SUCCESS
SAMG,INCOMPLETE_NO_SUCCESS,1348,0,1313,35,2013-10-14,2013-10-14,2018-12-31,1313 dias sin _SUCCESS
SAR,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
SB,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SBCP,INCOMPLETE_NO_SUCCESS,1076,0,780,296,2014-11-03,2014-11-03,2017-12-29,780 dias sin _SUCCESS
SBFG,INCOMPLETE_NO_SUCCESS,1469,0,1417,52,2013-04-25,2013-04-25,2018-12-31,1417 dias sin _SUCCESS
SBGI,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
SBH,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SBR,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
SBSI,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
SBY,INCOMPLETE_NO_SUCCESS,1561,0,1107,454,2012-12-14,2012-12-14,2017-05-09,1107 dias sin _SUCCESS
SCAI,INCOMPLETE_NO_SUCCESS,1336,0,855,481,2013-10-30,2013-10-30,2017-03-23,855 dias sin _SUCCESS
SCHL,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
SCKT,EMPTY,561,0,0,561,2016-10-31,,,Directorio vacio
SCL,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
SCLN,INCOMPLETE_NO_SUCCESS,1864,0,422,1442,2011-10-17,2011-10-17,2013-06-21,422 dias sin _SUCCESS
SCM,MISSING,1587,0,0,1587,2012-11-08,,,TICKER_DIR_MISSING
SCMP,INCOMPLETE_NO_SUCCESS,1864,0,1593,271,2011-10-17,2011-10-17,2018-02-13,1593 dias sin _SUCCESS
SCNB,INCOMPLETE_NO_SUCCESS,783,0,322,461,2015-12-21,2015-12-21,2017-03-31,322 dias sin _SUCCESS
SCOR,INCOMPLETE_NO_SUCCESS,1864,0,1484,380,2011-10-17,2011-10-17,2018-12-31,1484 dias sin _SUCCESS
SCS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SCSC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SCSS,INCOMPLETE_NO_SUCCESS,1864,0,1523,341,2011-10-17,2011-10-17,2017-10-31,1523 dias sin _SUCCESS
SCTY,INCOMPLETE_NO_SUCCESS,1562,0,1000,562,2012-12-13,2012-12-13,2016-11-21,1000 dias sin _SUCCESS
SCVL,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SCYX,INCOMPLETE_NO_SUCCESS,1076,0,1044,32,2014-11-03,2014-11-03,2018-12-31,1044 dias sin _SUCCESS
SD,INCOMPLETE_NO_SUCCESS,1864,0,1634,230,2011-10-17,2011-10-17,2018-12-31,1634 dias sin _SUCCESS
SDRL,INCOMPLETE_NO_SUCCESS,1864,0,1826,38,2011-10-17,2011-10-17,2018-12-31,1826 dias sin _SUCCESS
SEED,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SEII,INCOMPLETE_NO_SUCCESS,254,0,230,24,2018-01-08,2018-01-08,2018-12-04,230 dias sin _SUCCESS
SELF,INCOMPLETE_NO_SUCCESS,764,0,744,20,2016-01-19,2016-01-19,2018-12-31,744 dias sin _SUCCESS
SEM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SENEA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SENEB,MISSING,551,0,0,551,2016-11-14,,,TICKER_DIR_MISSING
SEP,INCOMPLETE_NO_SUCCESS,1864,0,1805,59,2011-10-17,2011-10-17,2018-12-14,1805 dias sin _SUCCESS
SERV,EMPTY,1076,0,0,1076,2014-11-03,,,Directorio vacio
SES,INCOMPLETE_NO_SUCCESS,277,0,270,7,2017-12-04,2017-12-04,2018-12-31,270 dias sin _SUCCESS
SEV,INCOMPLETE_NO_SUCCESS,1588,0,1165,423,2012-11-07,2012-11-07,2017-09-27,1165 dias sin _SUCCESS
SFBC,EMPTY,768,0,0,768,2016-01-13,,,Directorio vacio
SFG,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SFIX,INCOMPLETE_NO_SUCCESS,287,0,282,5,2017-11-20,2017-11-20,2018-12-31,282 dias sin _SUCCESS
SFL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SFST,EMPTY,1834,0,0,1834,2011-11-28,,,Directorio vacio
SG,INCOMPLETE_NO_SUCCESS,39,0,36,3,2018-11-06,2018-11-06,2018-12-31,36 dias sin _SUCCESS
SGA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SGBK,INCOMPLETE_NO_SUCCESS,1076,0,730,346,2014-11-03,2014-11-03,2017-09-26,730 dias sin _SUCCESS
SGBX,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SGC,INCOMPLETE_PARTIAL,1864,5,0,1859,2011-10-17,2015-07-27,2015-07-31,1859 dias faltantes
SGL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SGM,INCOMPLETE_NO_SUCCESS,1348,0,86,1262,2013-10-14,2013-10-14,2014-02-14,86 dias sin _SUCCESS
SGMO,INCOMPLETE_NO_SUCCESS,1864,0,1817,47,2011-10-17,2011-10-17,2018-12-31,1817 dias sin _SUCCESS
SGNL,INCOMPLETE_NO_SUCCESS,1075,0,573,502,2014-11-04,2014-11-04,2017-02-13,573 dias sin _SUCCESS
SGRP,EMPTY,1861,0,0,1861,2011-10-20,,,Directorio vacio
SGU,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SGY,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SHBI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SHEN,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SHIP,EMPTY,1859,0,0,1859,2011-10-24,,,Directorio vacio
SHLM,INCOMPLETE_NO_SUCCESS,1864,0,1723,141,2011-10-17,2011-10-17,2018-08-20,1723 dias sin _SUCCESS
SHO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SHOR,INCOMPLETE_NO_SUCCESS,1864,0,1239,625,2011-10-17,2011-10-17,2016-09-16,1239 dias sin _SUCCESS
SIBN,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
SIEB,EMPTY,1563,0,0,1563,2012-12-12,,,Directorio vacio
SIGA,INCOMPLETE_NO_SUCCESS,199,0,194,5,2018-03-26,2018-03-26,2018-12-31,194 dias sin _SUCCESS
SIGM,INCOMPLETE_NO_SUCCESS,1864,0,1726,138,2011-10-17,2011-10-17,2018-08-24,1726 dias sin _SUCCESS
SILC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
SINT,INCOMPLETE_NO_SUCCESS,40,0,38,2,2018-11-05,2018-11-05,2018-12-31,38 dias sin _SUCCESS
SITC,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
SJT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SKLN,INCOMPLETE_NO_SUCCESS,803,0,554,249,2015-11-23,2015-11-23,2018-02-02,554 dias sin _SUCCESS
SLD,INCOMPLETE_NO_SUCCESS,560,0,481,79,2016-11-01,2016-11-01,2018-09-28,481 dias sin _SUCCESS
SLDB,INCOMPLETE_NO_SUCCESS,239,0,233,6,2018-01-29,2018-01-29,2018-12-31,233 dias sin _SUCCESS
SLGL,INCOMPLETE_NO_SUCCESS,236,0,230,6,2018-02-01,2018-02-01,2018-12-31,230 dias sin _SUCCESS
SLH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SLP,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
SLRC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
SLS,MISSING,254,0,0,254,2018-01-08,,,TICKER_DIR_MISSING
SLW,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SMBC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SMBK,INCOMPLETE_NO_SUCCESS,770,0,746,24,2016-01-11,2016-01-11,2018-12-31,746 dias sin _SUCCESS
SMHI,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SMLR,INCOMPLETE_NO_SUCCESS,1250,0,598,652,2014-03-03,2014-03-03,2016-08-10,598 dias sin _SUCCESS
SMP,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SMPL,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SMRT,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SMSI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SNAK,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SNBC,INCOMPLETE_NO_SUCCESS,1864,0,1583,281,2011-10-17,2011-10-17,2018-01-31,1583 dias sin _SUCCESS
SNBR,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SNC,INCOMPLETE_NO_SUCCESS,1066,0,758,308,2014-11-17,2014-11-17,2017-11-17,758 dias sin _SUCCESS
SNCR,INCOMPLETE_NO_SUCCESS,1864,0,1716,148,2011-10-17,2011-10-17,2018-12-31,1716 dias sin _SUCCESS
SND,MISSING,557,0,0,557,2016-11-04,,,TICKER_DIR_MISSING
SNDX,INCOMPLETE_NO_SUCCESS,732,0,714,18,2016-03-03,2016-03-03,2018-12-31,714 dias sin _SUCCESS
SNES,INCOMPLETE_NO_SUCCESS,533,0,518,15,2016-12-08,2016-12-08,2018-12-31,518 dias sin _SUCCESS
SNFCA,EMPTY,1828,0,0,1828,2011-12-06,,,Directorio vacio
SNGX,INCOMPLETE_NO_SUCCESS,526,0,511,15,2016-12-19,2016-12-19,2018-12-31,511 dias sin _SUCCESS
SNI,INCOMPLETE_NO_SUCCESS,1864,0,1609,255,2011-10-17,2011-10-17,2018-03-07,1609 dias sin _SUCCESS
SNMX,INCOMPLETE_NO_SUCCESS,1864,0,1774,90,2011-10-17,2011-10-17,2018-11-01,1774 dias sin _SUCCESS
SNOA,INCOMPLETE_NO_SUCCESS,535,0,520,15,2016-12-06,2016-12-06,2018-12-31,520 dias sin _SUCCESS
SODA,INCOMPLETE_NO_SUCCESS,1864,0,419,1445,2011-10-17,2011-10-17,2013-06-14,419 dias sin _SUCCESS
SOHO,INCOMPLETE_NO_SUCCESS,1472,0,1435,37,2013-04-22,2013-04-22,2018-12-31,1435 dias sin _SUCCESS
SOHU,INCOMPLETE_NO_SUCCESS,1864,0,1817,47,2011-10-17,2011-10-17,2018-12-31,1817 dias sin _SUCCESS
SONC,INCOMPLETE_PARTIAL,1864,1799,0,65,2011-10-17,2011-10-17,2018-12-07,65 dias faltantes
SONS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SPAN,EMPTY,1348,0,0,1348,2013-10-14,,,Directorio vacio
SPB,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SPCB,INCOMPLETE_NO_SUCCESS,1348,0,1313,35,2013-10-14,2013-10-14,2018-12-31,1313 dias sin _SUCCESS
SPF,INCOMPLETE_NO_SUCCESS,1864,0,423,1441,2011-10-17,2011-10-17,2013-06-21,423 dias sin _SUCCESS
SPH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SPLS,INCOMPLETE_NO_SUCCESS,1864,0,161,1703,2011-10-17,2011-10-17,2012-06-06,161 dias sin _SUCCESS
SPNC,INCOMPLETE_NO_SUCCESS,1864,0,1463,401,2011-10-17,2011-10-17,2017-08-09,1463 dias sin _SUCCESS
SPOK,INCOMPLETE_NO_SUCCESS,1076,0,1048,28,2014-11-03,2014-11-03,2018-12-31,1048 dias sin _SUCCESS
SPRO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SPU,INCOMPLETE_PARTIAL,1864,36,0,1828,2011-10-17,2015-07-27,2015-09-15,1828 dias faltantes
SPW,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SPWH,INCOMPLETE_NO_SUCCESS,1215,0,1185,30,2014-04-21,2014-04-21,2018-12-31,1185 dias sin _SUCCESS
SPWR,INCOMPLETE_NO_SUCCESS,1841,0,1797,44,2011-11-17,2011-11-17,2018-12-31,1797 dias sin _SUCCESS
SRCE,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
SRDX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
SRG,MISSING,803,0,0,803,2015-11-23,,,TICKER_DIR_MISSING
SRI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SRSC,INCOMPLETE_NO_SUCCESS,1076,0,670,406,2014-11-03,2014-11-03,2017-06-30,670 dias sin _SUCCESS
SRTS,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SRUN,INCOMPLETE_NO_SUCCESS,287,0,56,231,2017-11-20,2017-11-20,2018-02-09,56 dias sin _SUCCESS
SSBI,EMPTY,1863,0,0,1863,2011-10-18,,,Directorio vacio
SSC,INCOMPLETE_NO_SUCCESS,287,0,248,39,2017-11-20,2017-11-20,2018-11-12,248 dias sin _SUCCESS
SSE,EMPTY,1844,0,0,1844,2011-11-14,,,Directorio vacio
SSH,INCOMPLETE_NO_SUCCESS,1590,0,1146,444,2012-11-05,2012-11-05,2017-05-23,1146 dias sin _SUCCESS
SSKN,INCOMPLETE_NO_SUCCESS,770,0,749,21,2016-01-11,2016-01-11,2018-12-31,749 dias sin _SUCCESS
SSLT,INCOMPLETE_NO_SUCCESS,1348,0,395,953,2013-10-14,2013-10-14,2015-05-08,395 dias sin _SUCCESS
SSNI,INCOMPLETE_NO_SUCCESS,1500,0,1215,285,2013-03-13,2013-03-13,2018-01-05,1215 dias sin _SUCCESS
SSP,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
SSRI,INCOMPLETE_NO_SUCCESS,1864,0,1460,404,2011-10-17,2011-10-17,2017-08-02,1460 dias sin _SUCCESS
SSS,INCOMPLETE_NO_SUCCESS,1864,0,1214,650,2011-10-17,2011-10-17,2016-08-12,1214 dias sin _SUCCESS
SST,INCOMPLETE_NO_SUCCESS,1590,0,1184,406,2012-11-05,2012-11-05,2017-10-13,1184 dias sin _SUCCESS
SSTI,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
SSTK,INCOMPLETE_NO_SUCCESS,1590,0,1549,41,2012-11-05,2012-11-05,2018-12-31,1549 dias sin _SUCCESS
SSYS,INCOMPLETE_NO_SUCCESS,1864,0,1818,46,2011-10-17,2011-10-17,2018-12-31,1818 dias sin _SUCCESS
STAA,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
STB,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
STBA,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
