ticker,status,days_expected,days_with_success,days_with_parquet_no_success,days_missing,first_day_expected,first_day_found,last_day_found,issue_summary
DEG,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DEL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DENN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
DEPO,INCOMPLETE_NO_SUCCESS,1864,0,1718,146,2011-10-17,2011-10-17,2018-08-14,1718 dias sin _SUCCESS
DERM,INCOMPLETE_NO_SUCCESS,1076,0,1047,29,2014-11-03,2014-11-03,2018-12-31,1047 dias sin _SUCCESS
DFBG,INCOMPLETE_NO_SUCCESS,755,0,696,59,2016-02-01,2016-02-01,2018-11-01,696 dias sin _SUCCESS
DFIN,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
DFT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DGAS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DGI,INCOMPLETE_NO_SUCCESS,1864,0,1505,359,2011-10-17,2011-10-17,2017-10-04,1505 dias sin _SUCCESS
DGICA,INCOMPLETE_NO_SUCCESS,1864,162,1651,51,2011-10-17,2011-10-17,2018-12-31,1651 dias sin _SUCCESS
DGICB,EMPTY,535,0,0,535,2016-12-06,,,Directorio vacio
DGII,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
DGLY,INCOMPLETE_NO_SUCCESS,1864,0,1797,67,2011-10-17,2011-10-17,2018-12-31,1797 dias sin _SUCCESS
DHCP,INCOMPLETE_NO_SUCCESS,229,0,187,42,2018-02-12,2018-02-12,2018-11-06,187 dias sin _SUCCESS
DHIL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DHRM,INCOMPLETE_NO_SUCCESS,1590,0,1017,573,2012-11-05,2012-11-05,2016-11-18,1017 dias sin _SUCCESS
DHX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
DIN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
DJCO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DLHC,INCOMPLETE_NO_SUCCESS,1588,0,1515,73,2012-11-07,2012-11-07,2018-12-31,1515 dias sin _SUCCESS
DLNG,INCOMPLETE_NO_SUCCESS,1326,0,1291,35,2013-11-13,2013-11-13,2018-12-31,1291 dias sin _SUCCESS
DLPN,INCOMPLETE_NO_SUCCESS,254,0,246,8,2018-01-08,2018-01-08,2018-12-31,246 dias sin _SUCCESS
DLTH,INCOMPLETE_NO_SUCCESS,803,0,782,21,2015-11-23,2015-11-23,2018-12-31,782 dias sin _SUCCESS
DLX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
DMAC,INCOMPLETE_NO_SUCCESS,16,0,16,0,2018-12-07,2018-12-07,2018-12-31,16 dias sin _SUCCESS
DMD,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DMLP,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
DMRC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
DMTX,INCOMPLETE_NO_SUCCESS,803,0,493,310,2015-11-23,2015-11-23,2017-11-06,493 dias sin _SUCCESS
DNOW,INCOMPLETE_NO_SUCCESS,1076,0,1047,29,2014-11-03,2014-11-03,2018-12-31,1047 dias sin _SUCCESS
DOGZ,INCOMPLETE_NO_SUCCESS,254,0,246,8,2018-01-08,2018-01-08,2018-12-31,246 dias sin _SUCCESS
DOM,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
DOMO,INCOMPLETE_NO_SUCCESS,130,0,127,3,2018-06-29,2018-06-29,2018-12-31,127 dias sin _SUCCESS
DOTA,INCOMPLETE_NO_SUCCESS,40,0,27,13,2018-11-05,2018-11-05,2018-12-20,27 dias sin _SUCCESS
DPM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DPRX,INCOMPLETE_NO_SUCCESS,1235,0,775,460,2014-03-24,2014-03-24,2017-04-19,775 dias sin _SUCCESS
DPS,INCOMPLETE_NO_SUCCESS,1864,0,1694,170,2011-10-17,2011-10-17,2018-07-10,1694 dias sin _SUCCESS
DRAM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DRC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DRH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DRII,INCOMPLETE_NO_SUCCESS,1348,0,729,619,2013-10-14,2013-10-14,2016-09-02,729 dias sin _SUCCESS
DRIO,INCOMPLETE_NO_SUCCESS,730,0,711,19,2016-03-07,2016-03-07,2018-12-31,711 dias sin _SUCCESS
DRWI,INCOMPLETE_NO_SUCCESS,1864,0,1452,412,2011-10-17,2011-10-17,2017-08-02,1452 dias sin _SUCCESS
DSCI,INCOMPLETE_NO_SUCCESS,1864,0,1347,517,2011-10-17,2011-10-17,2017-02-23,1347 dias sin _SUCCESS
DSKX,INCOMPLETE_NO_SUCCESS,1562,0,924,638,2012-12-13,2012-12-13,2016-09-13,924 dias sin _SUCCESS
DST,INCOMPLETE_NO_SUCCESS,1864,0,1636,228,2011-10-17,2011-10-17,2018-04-17,1636 dias sin _SUCCESS
DSWL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DSX,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DTLK,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DTRM,INCOMPLETE_NO_SUCCESS,803,0,775,28,2015-11-23,2015-11-23,2018-12-20,775 dias sin _SUCCESS
DTSI,INCOMPLETE_NO_SUCCESS,1864,0,1291,573,2011-10-17,2011-10-17,2016-12-01,1291 dias sin _SUCCESS
DTSS,INCOMPLETE_NO_SUCCESS,8,0,8,0,2018-12-19,2018-12-19,2018-12-31,8 dias sin _SUCCESS
DV,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DVAX,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
DVMT,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-27,545 dias sin _SUCCESS
DWA,INCOMPLETE_NO_SUCCESS,1864,0,1221,643,2011-10-17,2011-10-17,2016-08-22,1221 dias sin _SUCCESS
DWCH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DWRE,INCOMPLETE_NO_SUCCESS,1749,0,1080,669,2012-03-26,2012-03-26,2016-07-11,1080 dias sin _SUCCESS
DWSN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
DX,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
DXLG,INCOMPLETE_NO_SUCCESS,1568,0,1528,40,2012-12-05,2012-12-05,2018-12-31,1528 dias sin _SUCCESS
DXPE,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
DXR,INCOMPLETE_PARTIAL,1590,18,0,1572,2012-11-05,2015-07-27,2015-08-19,1572 dias faltantes
DXTR,INCOMPLETE_NO_SUCCESS,561,0,284,277,2016-10-31,2016-10-31,2017-12-13,284 dias sin _SUCCESS
EACQ,INCOMPLETE_NO_SUCCESS,730,0,568,162,2016-03-07,2016-03-07,2018-11-05,568 dias sin _SUCCESS
EAF,INCOMPLETE_NO_SUCCESS,166,0,162,4,2018-05-10,2018-05-10,2018-12-31,162 dias sin _SUCCESS
EARN,INCOMPLETE_NO_SUCCESS,1465,0,1428,37,2013-05-01,2013-05-01,2018-12-31,1428 dias sin _SUCCESS
EB,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
EBF,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
EBIO,INCOMPLETE_NO_SUCCESS,1267,0,1080,187,2014-02-06,2014-02-06,2018-05-17,1080 dias sin _SUCCESS
EBMT,INCOMPLETE_NO_SUCCESS,1854,0,1679,175,2011-10-31,2011-10-31,2018-12-31,1679 dias sin _SUCCESS
EBS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
ECOR,INCOMPLETE_NO_SUCCESS,134,0,131,3,2018-06-25,2018-06-25,2018-12-31,131 dias sin _SUCCESS
ECPG,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
ECYT,INCOMPLETE_NO_SUCCESS,1864,0,1811,53,2011-10-17,2011-10-17,2018-12-21,1811 dias sin _SUCCESS
EDE,INCOMPLETE_NO_SUCCESS,1864,0,1311,553,2011-10-17,2011-10-17,2016-12-30,1311 dias sin _SUCCESS
EDGW,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EDIT,INCOMPLETE_NO_SUCCESS,753,0,737,16,2016-02-03,2016-02-03,2018-12-31,737 dias sin _SUCCESS
EDRY,INCOMPLETE_NO_SUCCESS,151,0,148,3,2018-05-31,2018-05-31,2018-12-31,148 dias sin _SUCCESS
EDUC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EE,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
EEP,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EEQ,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EEX,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
EFC,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
EFOI,INCOMPLETE_NO_SUCCESS,1076,0,1047,29,2014-11-03,2014-11-03,2018-12-31,1047 dias sin _SUCCESS
EFSC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
EGAN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
EGBN,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EGC,INCOMPLETE_NO_SUCCESS,202,0,149,53,2018-03-21,2018-03-21,2018-10-19,149 dias sin _SUCCESS
EGHT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EGLT,INCOMPLETE_NO_SUCCESS,1267,0,1165,102,2014-02-06,2014-02-06,2018-09-19,1165 dias sin _SUCCESS
EGN,INCOMPLETE_NO_SUCCESS,1864,0,1796,68,2011-10-17,2011-10-17,2018-11-30,1796 dias sin _SUCCESS
EGT,INCOMPLETE_NO_SUCCESS,1864,0,1421,443,2011-10-17,2011-10-17,2017-06-21,1421 dias sin _SUCCESS
EGY,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EHTH,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
EIG,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
EJ,INCOMPLETE_NO_SUCCESS,1864,0,417,1447,2011-10-17,2011-10-17,2013-06-14,417 dias sin _SUCCESS
EKSO,INCOMPLETE_NO_SUCCESS,561,0,546,15,2016-10-31,2016-10-31,2018-12-31,546 dias sin _SUCCESS
ELEC,MISSING,744,0,0,744,2016-02-16,,,TICKER_DIR_MISSING
ELNK,INCOMPLETE_NO_SUCCESS,1864,0,1348,516,2011-10-17,2011-10-17,2017-02-24,1348 dias sin _SUCCESS
ELOS,INCOMPLETE_NO_SUCCESS,1864,0,1446,418,2011-10-17,2011-10-17,2017-07-17,1446 dias sin _SUCCESS
ELSE,EMPTY,1861,0,0,1861,2011-10-20,,,Directorio vacio
ELTK,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
ELX,INCOMPLETE_NO_SUCCESS,1864,0,893,971,2011-10-17,2011-10-17,2015-05-05,893 dias sin _SUCCESS
EML,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
ENH,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
ENI,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
ENL,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
ENOC,INCOMPLETE_NO_SUCCESS,1864,0,1462,402,2011-10-17,2011-10-17,2017-08-08,1462 dias sin _SUCCESS
ENR,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
ENTA,INCOMPLETE_NO_SUCCESS,1487,0,1453,34,2013-04-01,2013-04-01,2018-12-31,1453 dias sin _SUCCESS
ENTL,INCOMPLETE_NO_SUCCESS,1008,0,770,238,2015-02-09,2015-02-09,2018-02-28,770 dias sin _SUCCESS
ENTX,INCOMPLETE_NO_SUCCESS,131,0,121,10,2018-06-28,2018-06-28,2018-12-31,121 dias sin _SUCCESS
ENZY,INCOMPLETE_NO_SUCCESS,1348,0,1067,281,2013-10-14,2013-10-14,2018-01-10,1067 dias sin _SUCCESS
EOC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EOLS,INCOMPLETE_NO_SUCCESS,229,0,223,6,2018-02-12,2018-02-12,2018-12-31,223 dias sin _SUCCESS
EPC,EMPTY,803,0,0,803,2015-11-23,,,Directorio vacio
EQ,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
EQBK,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
EQFN,INCOMPLETE_NO_SUCCESS,803,0,633,170,2015-11-23,2015-11-23,2018-07-30,633 dias sin _SUCCESS
EQS,MISSING,287,0,0,287,2017-11-20,,,TICKER_DIR_MISSING
EQY,INCOMPLETE_NO_SUCCESS,1864,0,1351,513,2011-10-17,2011-10-17,2017-03-01,1351 dias sin _SUCCESS
ERII,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
ERS,MISSING,1522,0,0,1522,2013-02-11,,,TICKER_DIR_MISSING
ESCA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
ESEA,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
ESGL,INCOMPLETE_NO_SUCCESS,507,0,475,32,2017-01-13,2017-01-13,2018-12-31,475 dias sin _SUCCESS
ESMC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
ESPR,INCOMPLETE_NO_SUCCESS,1348,0,1317,31,2013-10-14,2013-10-14,2018-12-31,1317 dias sin _SUCCESS
ESQ,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
ESRT,INCOMPLETE_NO_SUCCESS,1348,0,1313,35,2013-10-14,2013-10-14,2018-12-31,1313 dias sin _SUCCESS
ESRX,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
ESTA,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
ETON,INCOMPLETE_NO_SUCCESS,34,0,33,1,2018-11-13,2018-11-13,2018-12-31,33 dias sin _SUCCESS
ETRM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EVAR,EMPTY,1066,0,0,1066,2014-11-17,,,Directorio vacio
EVBS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EVC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EVDY,INCOMPLETE_NO_SUCCESS,1230,0,678,552,2014-03-31,2014-03-31,2016-12-05,678 dias sin _SUCCESS
EVEP,INCOMPLETE_NO_SUCCESS,1864,0,1654,210,2011-10-17,2011-10-17,2018-05-10,1654 dias sin _SUCCESS
EVER,INCOMPLETE_NO_SUCCESS,1719,0,1409,310,2012-05-07,2012-05-07,2018-12-31,1409 dias sin _SUCCESS
EVGN,INCOMPLETE_NO_SUCCESS,1320,0,1254,66,2013-11-21,2013-11-21,2018-12-31,1254 dias sin _SUCCESS
EVH,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
EVHC,INCOMPLETE_NO_SUCCESS,1348,0,1259,89,2013-10-14,2013-10-14,2018-10-11,1259 dias sin _SUCCESS
EVLV,INCOMPLETE_NO_SUCCESS,1063,0,1034,29,2014-11-20,2014-11-20,2018-12-31,1034 dias sin _SUCCESS
EVOK,INCOMPLETE_NO_SUCCESS,1348,0,1313,35,2013-10-14,2013-10-14,2018-12-31,1313 dias sin _SUCCESS
EVTC,INCOMPLETE_NO_SUCCESS,1477,0,1440,37,2013-04-15,2013-04-15,2018-12-31,1440 dias sin _SUCCESS
EXA,INCOMPLETE_NO_SUCCESS,1590,0,1269,321,2012-11-05,2012-11-05,2017-11-16,1269 dias sin _SUCCESS
EXAC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EXAM,INCOMPLETE_NO_SUCCESS,1864,0,1202,662,2011-10-17,2011-10-17,2016-07-27,1202 dias sin _SUCCESS
EXAR,INCOMPLETE_NO_SUCCESS,1864,0,1402,462,2011-10-17,2011-10-17,2017-05-12,1402 dias sin _SUCCESS
EXH,INCOMPLETE_NO_SUCCESS,1864,0,1019,845,2011-10-17,2011-10-17,2015-11-03,1019 dias sin _SUCCESS
EXL,INCOMPLETE_NO_SUCCESS,1864,0,954,910,2011-10-17,2011-10-17,2015-07-31,954 dias sin _SUCCESS
EXPI,INCOMPLETE_NO_SUCCESS,159,0,155,4,2018-05-20,2018-05-21,2018-12-31,155 dias sin _SUCCESS
EXXI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
EYPT,INCOMPLETE_NO_SUCCESS,189,0,185,4,2018-04-09,2018-04-09,2018-12-31,185 dias sin _SUCCESS
EZPW,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
FAC,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
FALC,INCOMPLETE_NO_SUCCESS,1864,0,1494,370,2011-10-17,2011-10-17,2017-09-22,1494 dias sin _SUCCESS
FAMI,INCOMPLETE_NO_SUCCESS,223,0,218,5,2018-02-20,2018-02-20,2018-12-31,218 dias sin _SUCCESS
FARM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FAT,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
FATE,INCOMPLETE_NO_SUCCESS,1348,0,1315,33,2013-10-14,2013-10-14,2018-12-31,1315 dias sin _SUCCESS
FAV,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FBIO,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
FBIZ,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FBNK,INCOMPLETE_NO_SUCCESS,1864,0,1751,113,2011-10-17,2011-10-17,2018-10-01,1751 dias sin _SUCCESS
FBRC,INCOMPLETE_NO_SUCCESS,1864,0,1415,449,2011-10-17,2011-10-17,2017-06-01,1415 dias sin _SUCCESS
FC,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
FCAP,EMPTY,1589,0,0,1589,2012-11-06,,,Directorio vacio
FCBC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FCCO,EMPTY,803,0,0,803,2015-11-23,,,Directorio vacio
FCE.A,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FCE.B,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
FCEL,INCOMPLETE_NO_SUCCESS,1864,0,1818,46,2011-10-17,2011-10-17,2018-12-31,1818 dias sin _SUCCESS
FCF,INCOMPLETE_NO_SUCCESS,1864,0,422,1442,2011-10-17,2011-10-17,2013-06-21,422 dias sin _SUCCESS
FCFP,INCOMPLETE_NO_SUCCESS,797,0,389,408,2015-12-01,2015-12-01,2017-06-30,389 dias sin _SUCCESS
FCH,INCOMPLETE_NO_SUCCESS,1864,0,1480,384,2011-10-17,2011-10-17,2017-08-31,1480 dias sin _SUCCESS
FCRE,INCOMPLETE_NO_SUCCESS,287,0,145,142,2017-11-20,2017-11-20,2018-06-19,145 dias sin _SUCCESS
FCS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FDBC,INCOMPLETE_NO_SUCCESS,277,0,268,9,2017-12-04,2017-12-04,2018-12-31,268 dias sin _SUCCESS
FDI,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
FDML,INCOMPLETE_NO_SUCCESS,1864,0,417,1447,2011-10-17,2011-10-17,2013-06-14,417 dias sin _SUCCESS
FDO,INCOMPLETE_NO_SUCCESS,1864,0,935,929,2011-10-17,2011-10-17,2015-07-06,935 dias sin _SUCCESS
FDP,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FDUS,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
FEIM,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FENC,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
FENX,INCOMPLETE_NO_SUCCESS,803,0,403,400,2015-11-23,2015-11-23,2017-06-29,403 dias sin _SUCCESS
FES,INCOMPLETE_NO_SUCCESS,1859,0,1278,581,2011-10-24,2011-10-24,2016-11-18,1278 dias sin _SUCCESS
FET,INCOMPLETE_NO_SUCCESS,1734,0,1689,45,2012-04-16,2012-04-16,2018-12-31,1689 dias sin _SUCCESS
FF,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FFIC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FFKT,EMPTY,1863,0,0,1863,2011-10-18,,,Directorio vacio
FFWM,INCOMPLETE_NO_SUCCESS,1076,0,1043,33,2014-11-03,2014-11-03,2018-12-31,1043 dias sin _SUCCESS
FGBI,INCOMPLETE_NO_SUCCESS,803,0,774,29,2015-11-23,2015-11-23,2018-12-31,774 dias sin _SUCCESS
FGEN,INCOMPLETE_NO_SUCCESS,1066,0,1037,29,2014-11-17,2014-11-17,2018-12-31,1037 dias sin _SUCCESS
FGL,INCOMPLETE_NO_SUCCESS,1304,0,1000,304,2013-12-13,2013-12-13,2017-12-01,1000 dias sin _SUCCESS
FH,INCOMPLETE_NO_SUCCESS,561,0,298,263,2016-10-31,2016-10-31,2018-01-05,298 dias sin _SUCCESS
FHCO,INCOMPLETE_NO_SUCCESS,1864,0,422,1442,2011-10-17,2011-10-17,2013-06-21,422 dias sin _SUCCESS
FIEE,INCOMPLETE_NO_SUCCESS,735,0,722,13,2016-02-29,2016-02-29,2018-12-31,722 dias sin _SUCCESS
FINL,INCOMPLETE_NO_SUCCESS,1864,0,1678,186,2011-10-17,2011-10-17,2018-06-18,1678 dias sin _SUCCESS
FISI,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FIVN,INCOMPLETE_NO_SUCCESS,1215,0,422,793,2014-04-21,2014-04-21,2015-12-18,422 dias sin _SUCCESS
FLGT,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
FLL,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
FLNT,INCOMPLETE_NO_SUCCESS,184,0,180,4,2018-04-16,2018-04-16,2018-12-31,180 dias sin _SUCCESS
FLTX,INCOMPLETE_NO_SUCCESS,1590,0,1009,581,2012-11-05,2012-11-05,2016-11-04,1009 dias sin _SUCCESS
FLWS,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FLXS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FMAO,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
FMBH,INCOMPLETE_NO_SUCCESS,973,0,873,100,2015-03-30,2015-03-30,2018-12-31,873 dias sin _SUCCESS
FMC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FMD,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FMI,INCOMPLETE_PARTIAL,1348,1,0,1347,2013-10-14,2015-07-27,2015-07-27,1347 dias faltantes
FMNB,INCOMPLETE_NO_SUCCESS,1864,0,1809,55,2011-10-17,2011-10-17,2018-12-31,1809 dias sin _SUCCESS
FMSA,INCOMPLETE_NO_SUCCESS,1076,0,903,173,2014-11-03,2014-11-03,2018-06-01,903 dias sin _SUCCESS
FNBC,INCOMPLETE_NO_SUCCESS,1033,0,592,441,2015-01-05,2015-01-05,2017-05-10,592 dias sin _SUCCESS
FNBG,INCOMPLETE_NO_SUCCESS,287,0,157,130,2017-11-20,2017-11-20,2018-07-06,157 dias sin _SUCCESS
FNCX,INCOMPLETE_NO_SUCCESS,561,0,162,399,2016-10-31,2016-10-31,2017-06-22,162 dias sin _SUCCESS
FNFV,INCOMPLETE_NO_SUCCESS,1076,0,768,308,2014-11-03,2014-11-03,2017-11-17,768 dias sin _SUCCESS
FNGN,INCOMPLETE_NO_SUCCESS,1864,0,1700,164,2011-10-17,2011-10-17,2018-07-19,1700 dias sin _SUCCESS
FNKO,INCOMPLETE_NO_SUCCESS,287,0,280,7,2017-11-20,2017-11-20,2018-12-31,280 dias sin _SUCCESS
FNLC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FNTE,INCOMPLETE_NO_SUCCESS,286,0,148,138,2017-11-21,2017-11-21,2018-07-26,148 dias sin _SUCCESS
FNWB,INCOMPLETE_NO_SUCCESS,1008,0,981,27,2015-02-09,2015-02-09,2018-12-31,981 dias sin _SUCCESS
FOGO,INCOMPLETE_NO_SUCCESS,803,0,595,208,2015-11-23,2015-11-23,2018-04-05,595 dias sin _SUCCESS
FONR,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FOR,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
FORD,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FORR,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
FOSL,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
